,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
6044,1685975137387_YahooNews,news,Yahoo新聞,股市匯市,2023-06-05 22:06:20.000,美元走強 人民幣離岸匯率一度跌破7.13元,The Central News Agency 中央通訊社,（中央社記者周慧盈北京5日電）前一個交易日大漲逾400點後，人民幣兌美元匯率在本週首個交易日跌去全部漲幅，更多反映國際投資者預期的離岸人民幣兌美元匯率，今天還一度跌破7.13元兌1美元關卡。陸媒報導，人民幣兌美元即期匯率今天開盤即跌破7.10關口，隨後進一步走低並跌破7.11和7.12關口，盤中最低更跌到7.1213。下午4時30分人民幣兌美元即期匯率日間收盤為7.1185，較上一交易日跌435個基點。更多反映國際投資者預期的離岸人民幣兌美元匯率，一度跌破7.13關卡。澎湃新聞引述分析說，受5月美國非農數據遠超預期影響，美元指數走高並站穩104關口。美國5月季節調整後非農就業人口增加33.9萬人，高於預期的19.5萬人，較上月29.4萬人進一步上升。另有業界人士指出，最近2個月，盡管人民幣相對美元明顯走貶，但人民幣兌美元匯率中間價並未明顯偏離前一日收盤價，中國人民銀行（央行）看似尚未很擔心當前人民幣的貶值。據分析，若美元指數進一步走強，人民幣兌美元仍可能進一步貶值，但人行手中還有中間價及結匯操作兩大影響匯率的有力手段可用而未用，因此人民幣目前的貶值高度可控。（編輯：邱國強）1120605,https://tw.news.yahoo.com/%E7%BE%8E%E5%85%83%E8%B5%B0%E5%BC%B7-%E4%BA%BA%E6%B0%91%E5%B9%A3%E9%9B%A2%E5%B2%B8%E5%8C%AF%E7%8E%87-%E5%BA%A6%E8%B7%8C%E7%A0%B47-13%E5%85%83-140620495.html
6045,1685976900646_YahooNews,news,Yahoo新聞,股市匯市,2023-06-05 22:49:03.000,日圓貶值助攻製造業！ 日本能擺脫失落30年？,"劉彥萱 陳宥翔,李偉華",日本經濟出現近30年的長期停滯，在疫情解封與日圓貶值的助力下，對海外消費者來說，日本產品變便宜了，能刺激觀光業促進消費。元大金控策略長吳杰就指出，日圓貶值也將推動日本製造業加速回歸，不過目前遇到的最大挑戰就是，勞動力短缺的困境能否有效解決，因為少子化仍然是日本經濟的一大問題。日本生活雜貨品牌店員：「小姐有需要加購紙袋嗎?」就算平日也不減人潮，日本生活雜貨品牌，在信義區打造占地710坪，兩層樓的全新旗艦店，一開店就吸引民眾上門。民眾：「我有買他們的那個像箱子，還有那個茶壺杯都有，品質有保證。」民眾：「日本會比較在意他們用的材料，然後在把關上面，會比較注重，所以會有固定的保障。」台灣人愛買日本貨，認為品質有保證，而全新店面充滿綠意，不僅可以買到大型植栽，還有多款日本窗簾可以選擇，目前全台門市達到59家，全年挑戰整體業績兩位數成長。日本生活雜貨品牌室長黃婧芸：「像我們有T恤150塊的，或小朋友的T恤是159塊，朝向讓定價不要跟日本差太多的方向去走。日圓的貶值或升值這件事情，對我們來講，其實不是主要的影響因素，因為基本上我們所有的產品，都是在一年前就已經下訂單了，所以在這當中每一年都會起起伏伏，然後可能漲可能跌，幣值不是我們主要考慮價格的因素。」業者強調，價格調整都跟匯率無關，但近期在疫情解封與日圓貶值的助力下，對海外消費者來說，日本產品從物美價高，轉變為物美價廉，但日圓走貶，對日本的經濟是利還是弊?金控策略長吳杰：「可以看到日本所謂走出失落三十年的關鍵字，第一個就是日圓貶值，第二個是已經通貨緊縮的狀況，已經轉而成為一個溫和的通貨膨脹，這樣子就成為一個良性的循環，日本製造業它的實力是非常強大的，那我們都知道日本製造，這個日本製的東西，向來都是品質好的一個代名詞，但是過去在日圓很貴的時候，這個日本製的產品，給人的印象就是，東西很好，但是太貴，在日圓貶值之後，它就變成東西還是很好，可是沒有那麼貴。」金控策略長吳杰就強調，便宜日圓將讓日本走出失落的30年，製造業回歸潮，也開啟日本經濟的良性循環。但目前遇到的最大挑戰，就是企業回流能不能持續，和勞動力短缺的困境能否有效解決。金控策略長吳杰：「日本的一些企業，例如像日立、大金、本田也都已經宣布，把他們海外的製造據點，要大量的搬回日本了，但是這個風潮，是不是還能夠持續，這是第一個。當製造業回流的時候，你的人力到底夠不夠，就人力資源夠不夠，安倍經濟學的一個重點就是說，鼓勵日本的女性，結完婚不要辭職，要繼續留在職場上，對於未來的日本的這個就業人口，非常重要的助力。」日本少子化問題，直接影響到國家經濟發展。日本厚生勞動省日前就公佈一項數據，預估日本總人口在2056年，將跌破1億關卡，2070年只剩下8700萬人，加上高齡化現象，也讓民眾的消費需求越來越低，客觀條件下，經濟轉好恐怕只是短期現象。台灣日本研究院理事長李世暉：「少子化現象如果沒辦法解決的話，日本的經濟目前的一些復甦，它都是一個暫時的現象，很多的政策，從短期來看，是目前沒有達到效果，所以如果日本的少子化現象無法解決的話，他們國內的消費市場會持續的維持停滯，或者是萎縮下去，然後對佔這個GDP最大比例的國內市場消費來看的話，日本的經濟數據，應該不會有太好的表現。」台經院研究員邱達生：「不管怎麼樣，他的高齡化、少子化的這個現象，那再加上他的公共債務佔GDP的比重，還是全世界最高，這個會壓縮他的財政政策的彈性跟空間，他將來一個反彈的力道還是不會太強。」1990年代，日本泡沫經濟結束後，幾十年來，一直在低迷的經濟中掙扎，要想再次繁榮，走出失落30年，少子化及人口老化等現象，也勢必成為經濟成長的一大阻礙。,https://tw.news.yahoo.com/%E6%97%A5%E5%9C%93%E8%B2%B6%E5%80%BC%E5%8A%A9%E6%94%BB%E8%A3%BD%E9%80%A0%E6%A5%AD-%E6%97%A5%E6%9C%AC%E8%83%BD%E6%93%BA%E8%84%AB%E5%A4%B1%E8%90%BD30%E5%B9%B4-144903692.html
6046,1686002263086_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 05:10:03.000,〈台股盤前要聞〉面板市況續轉佳、電子雙雄5月營收兩樣情 今日必看財經新聞,鉅亨網新聞中心,關注台股盤前要聞重點。面板市況持續轉佳，友達董事長彭双浪表示，部分消費性產品恢復得非常好，也看到部分 IT 面板價格開始小幅調整；電子雙雄 5 月營收出爐，鴻海在消費智能產品需求帶動下，營收 4507.26 億元，月增 5.01%，大立光 26.27 億元，月減 8.47%，爲今年 2 月以來低點。以下是今 (6) 日必看重要財經新聞。友達彭双浪：消費性產品拉貨動能升溫 IT 面板價格看到小幅調整面板市況持續轉佳，友達 (2409-TW) 董事長彭双浪昨 (5) 日表示，部分消費性產品恢復得非常好，也看到部分 IT 面板價格開始小幅調整，客戶也積極布局下半年到明年的新產品。閱讀全文...電子雙雄 5 月營收出爐 鴻海月增 5%、大立光探 2 月低點鴻海 (2317-TW) 昨 (5) 日公告 5 月營收，在消費智能產品需求帶動下，營收 4507.26 億元，月增 5.01%、年減 9.45%；累計前 5 月營收 2.34 兆元，年減 9.45%。閱讀全文...大立光 (3008-TW) 同步公告 5 月營收 26.27 億元，月減 8.47%，年減 16.63%，爲今年 2 月以來新低點，累計前 5 月營收 146.35 億元，年減 10.84%。不過，大立光 6 月客戶端的拉貨動能可望較 5 月回升。閱讀全文...談蘋果新機量產 童子賢：目前是拉良率階段台灣氣候聯盟昨 (5) 日宣布成立氣候學院，談及蘋果拉貨情況，台灣氣候聯盟副理事長、和碩 (4938-TW) 董事長童子賢表示，品牌商要 3-4 個月將手機良率拉升至量產規模，以秋季發表時間回推，現在正在提升良率的籌備階段。閱讀全文...5 月外匯存底 5628.68 億美元 連 7 個月創新高央行昨 (5) 日公布 2023 年 5 月底外匯存底 5628.68 億美元，較 4 月底增加 17.52 億美元，連續 7 個月刷新高紀錄。5 月外匯存底變動主要因素，一是外匯存底投資運用收益，二為主要貨幣對美元匯率變動。閱讀全文...PC 市況回溫 瑞昱 5 月營收 90 億元創八個月新高IC 設計大廠瑞昱 (2379-TW) 昨 (5) 日公告 5 月營收 90.19 億元，月增 9.15%，年減 13.7%，累計前 5 月營收 369.07 億元，年減 27.08%；隨著 PC 市況回溫，各家 OEM 也陸續回補庫存，帶動瑞昱營收創下 8 個月新高。閱讀全文...可成發聲明 提告外資執行長王亞倫金屬機殼廠可成 (2474-TW) 先前與外資股東因針對股利一事、雙方互槓，可成昨 (5) 日發聲明表示，對 TIHIM 執行長王亞倫 (Allen Wang) 就涉嫌刑法加重誹謗罪、加重妨害信用案件，依法提起告訴，以正視聽；後續可成公司將遵行司法程序，不再主動發布或回應本案相關訊息。閱讀全文...大亞轉型成完整能源鏈管理廠 目標 2025 年太陽能容量 450MW大亞 (1609-TW) 董事長沈尚弘表示，集團從電線電纜、漆包線走向能源與綠電新領域，把集團定義成完整能源鏈管理廠，開始布局地面大型太陽能廠後，併網容量快速提高，目標 2025 年可以達到 450MW。閱讀全文...,https://tw.news.yahoo.com/%E5%8F%B0%E8%82%A1%E7%9B%A4%E5%89%8D%E8%A6%81%E8%81%9E-%E9%9D%A2%E6%9D%BF%E5%B8%82%E6%B3%81%E7%BA%8C%E8%BD%89%E4%BD%B3-%E9%9B%BB%E5%AD%90%E9%9B%99%E9%9B%845%E6%9C%88%E7%87%9F%E6%94%B6%E5%85%A9%E6%A8%A3%E6%83%85-%E4%BB%8A%E6%97%A5%E5%BF%85%E7%9C%8B%E8%B2%A1%E7%B6%93%E6%96%B0%E8%81%9E-211003594.html
6047,1686005564706_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 06:36:18.000,央行：景氣最壞情況漸過,記者陳美君／台北報導,熱錢大舉匯入，加上台股上漲帶動市值飆高，中央銀行昨公布，五月外匯存底為五六二八點六八億美元，單月增加十七點五二億美元，連八漲並續創新高。央行外匯局局長蔡烱民說，今年三、四月市場憂心美國經濟有衰退疑慮，五月發布企業獲利等數據表現良好，市場對電子業景氣、庫存等問題轉趨樂觀。蔡烱民說，隨著聯準會升息接近尾聲，景氣最不好的時候慢慢過去，這些因素讓市場對貨幣政策走勢與經濟成長等看法比較一致，表現也相對平穩。對於美國聯準會六月利率決策，蔡烱民表示，市場預期六月將暫停升息，但不代表就此停止升息，根據聯準會官員的說法，七月會觀察情況再做決定。【看原文連結】,https://tw.news.yahoo.com/%E5%A4%AE%E8%A1%8C-%E6%99%AF%E6%B0%A3%E6%9C%80%E5%A3%9E%E6%83%85%E6%B3%81%E6%BC%B8%E9%81%8E-223618433.html
6048,1686025045028_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 07:21:00.000,「警界梁詠琪」升任女所長 地方驚豔打趣：以後很熱鬧,壹蘋新聞網,【即時中心／綜合報導】昨天(6/5)彰化縣警局公布最新人事調動，其中，新任西湖媽厝派出所所長黃衣淳，特別引人注目，身高174公分、長相甜美的黃衣淳神似港星梁詠琪，從警後即有「警界梁詠琪」美稱，如今榮陞所長職位，當地人打趣說，以後媽厝派出所會很熱鬧！昨日溪湖分局媽厝所、舊館所、埔心所舉行新任所長布達典禮，其中現年30歲的黃衣淳特別醒目，溪湖分局長黃壬鍵指出，黃衣淳是警大交通研究所畢業，盼她以其專長帶領同仁投入地方治安工作。黃衣淳自小外貌出眾，還是音樂班、學古箏的古典美女，其後卻轉而投入警務，曾登上警光月曆，並多次擔任警方宣導工作面對民眾，「警界梁詠琪」稱號廣為同仁所知，如今陞任媽厝所長，也讓地方人士驚豔。,https://tw.news.yahoo.com/%E8%AD%A6%E7%95%8C%E6%A2%81%E8%A9%A0%E7%90%AA-%E5%8D%87%E4%BB%BB%E5%A5%B3%E6%89%80%E9%95%B7-%E5%9C%B0%E6%96%B9%E9%A9%9A%E8%B1%94%E6%89%93%E8%B6%A3-%E4%BB%A5%E5%BE%8C%E5%BE%88%E7%86%B1%E9%AC%A7-232100335.html
6049,1686016711359_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 09:06:02.000,盤中速報 - 士紙(1903)股價大漲至47.6元，漲幅達7.09%,鉅亨網新聞中心,士紙(1903-TW)06日09:06股價上漲3.15元，報47.6元，漲幅7.09%，成交819張。士紙(1903-TW)所屬產業為造紙工業，主要業務為紙類之生產及運銷。紙類加工品之製造。紙業重要原料之產銷。近5日股價上漲1.6%，台灣加權指數上漲0.47%，股價漲幅表現優於大盤。近5日籌碼<BR>三大法人合計買賣超：+212 張<BR>外資買賣超：+211 張<BR>投信買賣超：0 張<BR>自營商買賣超：+1 張<BR>融資增減：-115 張<BR>融券增減：0 張<BR>〈台股盤中〉電子無力 傳產、金融遭提款 指數紅翻黑失守15700點<BR>〈台股盤中〉電子三雄腿軟、造紙補刀 指數殺百點跌破15500點失守季線<BR>士紙:公告本公司董事會通過112年度第一季合併財務報告<BR>士紙4月營收0.17億元年增45.23% 1—4月達0.61億元,https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%A3%AB%E7%B4%99-1903-%E8%82%A1%E5%83%B9%E5%A4%A7%E6%BC%B2%E8%87%B347-6%E5%85%83-010602676.html
6050,1686016711306_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 09:06:26.000,"盤中速報 - 毅嘉(2402)急跌-2.58%報34.25元，成交9,566張",鉅亨網新聞中心,"毅嘉(2402-TW)近5分K跌速2.58%，06日09:06報34.25元，成交9,566張。（註：漲跌速為5分K的漲跌幅）毅嘉(2402-TW)近5日股價上漲23.69%，所屬產業為電子零組件業，相關電子零組件類指數上漲1.08%。台灣加權指數上漲0.47%，股價漲幅表現優於大盤。近5日籌碼<BR>三大法人合計買賣超：+2,379 張<BR>外資買賣超：+2,224 張<BR>投信買賣超：-13 張<BR>自營商買賣超：+168 張<BR>融資增減：+1,487 張<BR>融券增減：+1,035 張<BR>【量大強漲股整理】指數空間不大，選股不選市，關注5月營收公布!<BR>盤中速報 - 毅嘉(2402)股價拉至漲停，漲停價35.5元，成交11,612張<BR>盤中速報 - 毅嘉(2402)股價大漲至34.75元，漲幅達7.59%<BR>〈熱門股〉毅嘉營收報捷 周漲16.8%創8年半新高",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E6%AF%85%E5%98%89-2402-%E6%80%A5%E8%B7%8C-2-010626948.html
6051,1686016707842_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 09:07:31.000,盤中速報 - 業強(6124)急拉2.3%報35.3元，成交16張,鉅亨網新聞中心,業強(6124-TW)近5分K漲速2.3%，06日09:07報35.3元，成交16張。（註：漲跌速為5分K的漲跌幅）業強(6124-TW)近5日股價下跌4.93%，所屬產業為電子零組件業，相關電子零組件類指數上漲1.97%。櫃買指數上漲1.9%，短期股價無明顯表現。近5日籌碼<BR>三大法人合計買賣超：+34 張<BR>外資買賣超：+37 張<BR>投信買賣超：0 張<BR>自營商買賣超：-3 張<BR>融資增減：+28 張<BR>融券增減：-16 張<BR>盤中速報 - 業強(6124)股價急跌至35.5元，跌幅達7.55%<BR>〈台股盤後〉量縮跌66點 資金潮推動逾千檔個股仍上漲<BR>盤中速報 - 業強(6124)急跌-2.08%報37.55元，成交252張<BR>盤中速報 - 業強(6124)股價大漲至38.3元，漲幅達7.13%,https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E6%A5%AD%E5%BC%B7-6124-%E6%80%A5%E6%8B%892-3-010731199.html
6052,1686016707785_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 09:07:48.000,"盤中速報 - 華紙(1905)急拉2.05%報29.8元，成交12,413張",鉅亨網新聞中心,"華紙(1905-TW)近5分K漲速2.05%，06日09:07報29.8元，成交12,413張。（註：漲跌速為5分K的漲跌幅）華紙(1905-TW)近5日股價上漲12.87%，所屬產業為造紙工業，相關造紙類指數上漲8.12%。台灣加權指數上漲0.47%，股價漲幅表現優於大盤。近5日籌碼<BR>三大法人合計買賣超：-2,229 張<BR>外資買賣超：-2,770 張<BR>投信買賣超：+80 張<BR>自營商買賣超：+461 張<BR>融資增減：+6,552 張<BR>融券增減：+372 張<BR>盤中速報 - 華紙(1905)急跌-2.46%報27.85元，成交99,464張<BR>盤中速報 - 華紙(1905)急拉3.87%報28.8元，成交4,657張<BR>【量大強漲股整理】6月不升息機率攀高!台股短空長多趨勢不變<BR>中小買盤加溫 類股輪動快速 六月佈局新方向盡在雙周報",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E8%8F%AF%E7%B4%99-1905-%E6%80%A5%E6%8B%892-05-010748421.html
6053,1686016707730_YahooNews,news,Yahoo新聞,股市匯市,2023-06-06 09:07:50.000,"盤中速報 - 士紙(1903)急拉3.09%報48.45元，成交1,207張",鉅亨網新聞中心,"士紙(1903-TW)近5分K漲速3.09%，06日09:07報48.45元，成交1,207張。（註：漲跌速為5分K的漲跌幅）士紙(1903-TW)近5日股價上漲1.6%，所屬產業為造紙工業，相關造紙類指數上漲8.12%。台灣加權指數上漲0.47%，股價漲幅表現優於大盤。近5日籌碼<BR>三大法人合計買賣超：+212 張<BR>外資買賣超：+211 張<BR>投信買賣超：0 張<BR>自營商買賣超：+1 張<BR>融資增減：-115 張<BR>融券增減：0 張<BR>〈台股盤後〉電金傳臉綠量縮跌127點收15514點 摜破10日線<BR>〈台股盤中〉電子無力 傳產、金融遭提款 指數紅翻黑失守15700點<BR>〈台股盤中〉電子三雄腿軟、造紙補刀 指數殺百點跌破15500點失守季線<BR>士紙:公告本公司董事會通過112年度第一季合併財務報告",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%A3%AB%E7%B4%99-1903-%E6%80%A5%E6%8B%893-09-010750910.html
