,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
13599,1704373272729_YahooNews,news,Yahoo新聞,股市匯市,2024-01-04 20:52:59.000,谷月涵示警台股修正壓力卻漲1300點！網酸反指標：等谷發文就賣,綜合報導,前外資分析師谷月涵日前分析，對股市看法比較樂觀，因為美國、中國和台灣的資金面都開始好轉。不過台股3日開低走低，下跌294.45點，一舉跌破月均線，跌幅達1.64%。PTT網友討論，「谷大師股市反轉點抓得很精轉，堪比國發會景氣燈號」，他還示警，等到谷月涵開口或發文，手上持股就可以了結一半。台股3日重挫近300點，台積電（2330）584元開低，隨後盤中一度下殺至576元，終場收578元，下跌15元，跌幅2.52%，拖累大盤表現，而聯發科（2454）同樣慘跌，今早盤以976元開出，終場收最低953元，下跌28元，跌幅達2.85%。不過谷月涵上月表示，他無法預測2024年台股加權指數目標，但目前對股市看法比較樂觀，因為美國、中國和台灣的資金面都開始好轉。且外資過去3、4年都賣超台股，最近幾個月開始回頭買超，對台股是好現象。一名網友在PTT發文列出谷月涵的分析與台股表現，谷月涵在去年10/23示警「台股面臨修正壓力」，對比當時至今日，大盤已經上漲1300點。該網友說，「如果把谷月涵當成一種進出策略，基本上這一波多頭只要他還沒發文，估計這一波就還沒結束，等他發文，部位建議至少先了結一半」。他也說，谷月涵是尊重市場的人，只是順著當時的趨勢說話而已。其他網友則留言「平生不識谷月涵，便稱股神亦枉然」、「谷大師一出手，就是不同凡響」、「漲看多，跌看差，一般人也是這樣啊」、「就不要明天漲回來」、「老謝點的四檔，發哥，肉鬆，三角，石頭 繼續領跌台股」、「大師真的太準了啦」、「河谷投顧太神啦，今生只信河谷投」、「台灣股票冥燈」。還有人留言「神算鬼谷」、「真的是神準」、「真的準，股海冥燈」、「對谷大師只有滿滿的尊敬，勝率只有50%的遠遠不及大師」、「都懷疑是不是大戶故意找記者訪問他」、「谷大師其實是明燈，可能有什麼原因只能說反話，一口一個準啊」、「一出手簡直血流成河」。【看原文連結】,https://tw.news.yahoo.com/%E8%B0%B7%E6%9C%88%E6%B6%B5%E7%A4%BA%E8%AD%A6%E5%8F%B0%E8%82%A1%E4%BF%AE%E6%AD%A3%E5%A3%93%E5%8A%9B%E5%8D%BB%E6%BC%B21300%E9%BB%9E-%E7%B6%B2%E9%85%B8%E5%8F%8D%E6%8C%87%E6%A8%99-%E7%AD%89%E8%B0%B7%E7%99%BC%E6%96%87%E5%B0%B1%E8%B3%A3-125259555.html
13600,1704375166194_YahooNews,news,Yahoo新聞,股市匯市,2024-01-04 21:00:00.000,外資橫掃陽明3.4萬！「這3檔」航運股也進前10大 網驚：小兒要當陽明王？,FTNN新聞網,"[FTNN新聞網]高麗玲／台北報導台股今（4）日開高走低，加權指數終場小跌9.66點，收在17,549.65點，跌幅0.06%。據證交所公布籌碼動向，外資賣超34.64億元，卻橫掃航運股，陽明(2609)買超3.4萬張，是買超冠軍。長榮(2603)、萬海(2615)及裕民(2606)全在十大買超榜單上。網友嗨喊「小兒要當陽明王？」但也有網友警告「散戶下船留小兒洗甲板啦」。外資今日買超前10名上市個股，有4檔電子股、1檔金融股及5檔傳產股。檔榜首為陽明(2609)，買超3萬4697張，由賣轉買，終止連3賣；第2名是長榮航(2618)，買超1萬2133張，由賣轉買；第3名是中信金(2891)，買超1萬630張，連2買。第4名是群創(3481)，買超6473張；第5名是長榮(2603)，買超6205張；第6名是廣達(2382)，買超5627張。第7名是友達(2409)，買超5288張；第8名是萬海(2615)，買超4536張；第9名是裕民(2606)，買超3964張 ；第10名是佳世達(2352)，買超3603張。三大法人今日狂買航運股，陽明、長榮、萬海、裕民全都是買超，網友也喊「三大法人都在玩船 可怕」、「航運股，重新啟航」、「這太可怕了！….法人都上船」。至於外資買超陽明逾3萬張，有網友說「小兒要當陽明王？」，但也有網友警告「散戶下船留小兒洗甲板啦」。◎《FTNN新聞網》提醒您：本資料僅供參考，投資人應獨立判斷，審慎評估並自負投資風險。",https://tw.news.yahoo.com/%E5%A4%96%E8%B3%87%E6%A9%AB%E6%8E%83%E9%99%BD%E6%98%8E3-4%E8%90%AC-%E9%80%993%E6%AA%94-%E8%88%AA%E9%81%8B%E8%82%A1%E4%B9%9F%E9%80%B2%E5%89%8D10%E5%A4%A7-%E7%B6%B2%E9%A9%9A-130000607.html
13601,1704375856365_YahooNews,news,Yahoo新聞,股市匯市,2024-01-04 21:25:18.000,蔡總統：520畢業 盼交棒賴清德繼續推進建設,The Central News Agency 中央通訊社,（中央社記者郭宣彣新竹縣4日電）總統蔡英文表示，今年5月20日將畢業，未來國家是否能持續進步，關鍵於民眾手上的1票，盼讓她能交棒給民進黨總統候選人賴清德，也要選對立委，讓建設繼續推進，不走回頭路。選戰倒數，總統蔡英文與民進黨總統候選人賴清德、前行政院長蘇貞昌等今天晚間出席「新竹選前造勢大會」，支持民進黨的竹市立委候選人林志潔、竹縣第1選區立委候選人詹紀緹、竹縣第2選區立委候選人曾聖凱。蔡總統表示，近日她與賴清德，以及蕭美琴3人合體拍攝的「在路上」競選廣告，而治理國家就像掌握方向盤一樣，要穩穩前進，過去台灣走在對的路上，未來要持續讓台灣進步。蔡總統指出，今年的5月20日她要畢業了，未來國家是否能持續進步，關鍵於民眾手上的1票盼選對人，讓她交棒給賴清德與蕭美琴，也要選對立委、國會過半，要延續建設並繼續推進，不要走回頭路。蔡總統說，新竹縣市是出產教授名產的地方，如林志潔是陽明交通大學教授、曾聖凱是陽明交大助理教授，而林志潔過去持續協助科技相關修法，也是她台灣大學法律系學妹，面對此次選舉盼民眾支持將林志潔也送入國會。蔡總統表示，詹紀緹跟她一樣都是客家妹，未來要把詹紀緹送進國會，為新竹繼續爭取發展浪漫台三線，也讓客家文化持續發揚光大；曾聖凱有建築專業，未來進入國會後，能繼續爭取基礎設施續發展。蔡總統說，世界局勢在變，台灣仍穩定成長，如台股的翻倍成長，表現出國家的體質與動能是強勁的，而在推動相關福利政策情況下，政府仍保有財政紀律，她任內即將償債新台幣9000億元。（編輯：林恕暉）1130104,https://tw.news.yahoo.com/%E8%94%A1%E7%B8%BD%E7%B5%B1-520%E7%95%A2%E6%A5%AD-%E7%9B%BC%E4%BA%A4%E6%A3%92%E8%B3%B4%E6%B8%85%E5%BE%B7%E7%B9%BC%E7%BA%8C%E6%8E%A8%E9%80%B2%E5%BB%BA%E8%A8%AD-132518326.html
13602,1704383581786_YahooNews,news,Yahoo新聞,股市匯市,2024-01-04 23:45:06.000,台灣一直走在對的路上！蔡英文：政府做了這三件事 讓台灣持續進步,三立新聞網,記者盧素梅／台北報導選戰倒數「超級黃金周」，民進黨今（４）日晚間在竹北市舉辦大型造勢晚會。總統蔡英文致詞時，執政八年來，台灣一直走在對的路上，並做了這幾件事，讓台灣持續進步，第一要建設國家、壯大台灣，第二是加薪、減稅、增福利，第三堅持自由民主，走向世界，最後她呼籲鄉親繼續上架台灣，不走回頭路。蔡英文致詞時指出，這幾天，大家有看到她和賴清德、蕭美琴開車的影片嗎？治理國家就像掌握方向盤一樣，需要穩穩地前進。不只是賴清德和蕭美琴，今天現場的每一位，過去八年都跟蔡英文一起前進，因為有大家的支持，讓民進黨兩次國會過半，台灣一直走在對的路上。蔡英文指出，在這條對的路上，我們做了幾件事，讓台灣持續進步。第一，就是建設國家，壯大台灣。這幾年來，我們積極推動「前瞻基礎建設計劃」，尤其，新竹是高科技產業的重鎮，更是穩定全球供應鏈的關鍵角色。也因為我們努力推動建設，現在，整體國家的競爭力，也從2016年的全球第14名，大幅進步到第6名。我們的GDP，更是從2016年的17.5兆，到去年已經突破23兆。有在買股票的朋友，也會很有感覺，我們的台股指數，從2016年的8千多點，現在已經達到1萬7千多點。這八年來，台灣一直在進步。蔡英文並指出，在對的路上，我們做的第二件事，是照顧人民，穩健財政。我們的國力更強，政府就能夠給人民更多的照顧。今年，我們長照的預算，是870億元，比2016年的50億元，增加超過17倍；我們推動「0到6歲國家跟你一起養」，今年的預算，已經超過1100億元，比2016年的150億元，增加超過7倍。蔡英文強調，她上任到現在，已經還債7960億，今年要再還1150億。蔡英文政府，執政八年，總共還債超過九千億，是史上最會還債的政府，我們國家的負債比，從2016年我上任時，接近百分之三十三，現在已經降到百分之二十七。此外，蔡英文說，在這條路上，我們做的第三件事，是堅持自由民主，走向世界。根據國際評比，現在的台灣，不論是民主、自由，或是人權，都是亞洲第一名。這幾年，我們也推動國防改革，現在，「勇鷹號」新式高教機，已經交機27架，第一艘潛艦「海鯤號」原型艦，也已經下水了，預計將來有8艘自製潛水艦，來守護台灣海峽、守護台灣。每個人家裡都會裝門鎖，但是，我們裝門鎖是在挑釁隔壁鄰居嗎？不是，對不對？家門如此，國家也是。所以，我們加強國防，絕對不是挑釁，而是展現台灣守護民主、自由的決心。她強調，現在，全世界也都有一個共識，就是要守護台灣，要維護台海和平穩定。因為，守護台灣，就是守護全世界的民主自由；守護台灣，就是守護全球的供應鏈，這條民主自由的路，我們要走下去。現在的台灣，已經成為「世界的台灣」。蔡英文表示，今年520，她就要畢業了，很多人問，蔡英文接下來要做什麼。但我在意的是，國家的發展，能不能繼續進步？我們做到一半的建設，能不能順利完成？這個答案，1月13號的大選就是關鍵。大家手上的一票，將決定台灣會繼續進步，還是走回頭路。我們要繼續「上架台灣」，延續蔡英文路線，不要走回頭路。,https://tw.news.yahoo.com/%E5%8F%B0%E7%81%A3-%E7%9B%B4%E8%B5%B0%E5%9C%A8%E5%B0%8D%E7%9A%84%E8%B7%AF%E4%B8%8A-%E8%94%A1%E8%8B%B1%E6%96%87-%E6%94%BF%E5%BA%9C%E5%81%9A%E4%BA%86%E9%80%99%E4%B8%89%E4%BB%B6%E4%BA%8B-%E8%AE%93%E5%8F%B0%E7%81%A3%E6%8C%81%E7%BA%8C%E9%80%B2%E6%AD%A5-154506585.html
13603,1704389324884_YahooNews,news,Yahoo新聞,股市匯市,2024-01-05 01:28:34.000,2檔ETF火拼搶當大哥 00919略勝一籌,自立晚報,【記者柯安聰台北報導】2023年台股ETF大放異彩，攻佔投資人荷包火力全開，觀察前10大台股ETF的規模與受益人變化，以成長率來看，市場唯一連續3次配息率超過10%的00919群益台灣精選高息ETF，規模年成長率4839.52%，成為2023年台股ETF規模成長王，00929以2131.14%居次；再以受益人年成長率來看，00929以2941.4%表現最佳，而00919以2466.95%表現居次；00919與00929兩者伯仲之間，競爭激烈，也成為2023年最火熱的台股ETF。法人表示，台股ETF殖利率是一個很重要的參考指標，台股高息ETF穩定的高息配息政策以及精選選股資本利得與填息能力的好表現，都是投資人在選擇標的時須考量的因素，進一步分析00919與00929在配息方面的表現，00919配息頻率為季配息，00929為月配息，各以最近1次配息金額來看，00919季配0.55元，00929則是月配0.13元，若把配息金額都季配息化，每季00919是領0.55元勝過00929的0.35元，也就是說00919領1季0.55元等於00929要領4.23個月的息。此外，台股高息ETF最重要的是選股邏輯重視企業的獲利成長率，而成分股的換股頻率也不宜過高，1年2次的換股可伺機汰弱留強非常適宜，是存股族投資人長期穩健投資的好選擇。00919追蹤指數的選股邏輯是最大亮點，00919在每年5月底依已公告的殖利率排序，選出前30名為成分股，配置在真正的高股息股票；12月換股時則根據上市櫃公司前3季季報，選出當年度EPS成長率高的股票，預先挑選出未來能配出高息的獲利成長黑馬，將有利於未來股利率及股價表現，再結合收益平準金制度，讓配息維穩不怕被稀釋，有助於配息的穩定性，配息頻率也採取每季配息(3、6、9、12月)，滿足投資人打造穩定現金流的需求。（自立電子報2024/1/4）,https://tw.news.yahoo.com/2%E6%AA%94etf%E7%81%AB%E6%8B%BC%E6%90%B6%E7%95%B6%E5%A4%A7%E5%93%A5-00919%E7%95%A5%E5%8B%9D-%E7%B1%8C-172834666.html
13604,1704398779264_YahooNews,news,Yahoo新聞,股市匯市,2024-01-05 04:01:22.000,野村投信：AI潛力可期 長線榮景看好,自立晚報,【記者柯安聰台北報導】歷史統計2024年元月上漲機率高，加上總統大選利多行情，即便台股近期震盪，多頭趨勢不會因短線出現較大的拉回而改變，目前台股均線下檔有月線、季線及半年線三大支撐，加上受到CES與MWC等科技展題材帶動，電子類股上漲機率高於金融及傳產，1月下旬國內外龍頭企業將繳出2023年Q4財報，並將接棒釋出2024上半年看法，這段期間的時間事件與市場預期都將支持台股盤面動能。野村投信表示，這波台股拉回整理，反而是伺機逢低布局科技類股的好時機點，AI成長動能催生AI PC、AI手機等技術運用落地，可持續留意AI相關、邊緣AI、AI PC、AI手機等族群，參與台股後巿漲升行情。野村e科技基金經理人謝文雄指出，AI來勢洶洶，AI促成的生產力成長，將有望於解決現有的經濟疲軟狀況，2023年11月2日公布的數據顯示，美國第3季生產力創下3年來最大增幅，顯見AI促成生產力進一步成長的可能性，說明為什麼利率維持在高點的時間延長，仍未造成股市重挫，從美國科技巨頭公司的AI滲透率來看，淨利潤率也表現出色，利潤率和EPS的反彈幅度超過標普500指數其他成分股，續航力道十足。隨著生成式AI，智慧辦公室、以及元宇宙等商業市場逐步興起，IDC預估2024年AI PC將逐步打開個人裝置市場。AI已成為雲端業者強化競爭力最重要的投資，預估2024年AI相關資本支出將佔雲端資本支出40%，從2023年的25%大幅提升。2024年，隨著企業AI應用需求的帶動下，AI伺服器的增長動能將維持強勁。此外，由於雲端業者的庫存調整已告一段落，預期新需求也將帶動伺服器市場的復甦。雖然目前ChatGPT等生成式AI仍要靠雲端平台來執行運算，不過隨著AI人工智慧走向個人裝置，加上台灣供應鏈積極投入AI PC設計及研發，以及2025年Windows 10停止服務支援，生成式AI應用逐步開展，整體AI PC供應鏈上、中、下游廠將逐步定調。在AI智慧型手機方面，根據Counterpoint最新預測，AI智慧型手機年複合成長率為83%，在2027年時出貨量為5.22億支，占全體智慧型手機出貨量40%，AI智慧型手機運行生成式AI將在2024年實踐。有別於過去，AI的討論主要集中在雲端上及訓練和完善新模型，從2024年開始，三星和OnePlus的全新手機可以運行由Meta對Chat GPT提供支持的Open AI應用程式，這是屬於On-Device AI。Meta已與智慧型手機晶片商高通和聯發科技建立合作夥伴關係，用以實現AI智慧型手機，AI智慧型手機將成為人類真正的數位助理。在電動車方面，受到高利率與全球總經不確定性影響，預估2024車市成長會趨緩，全球IDM在10月下旬普遍對全球汽車銷量轉趨保守，然而全球電動車的年複合成長率仍維持在20%以上，根據高盛集團的預估，2025年電動車代工市場的規模將達到360億美元，並在2030年之前進一步膨脹到1440億美元。謝文雄表示，2024年在美國就業持續好轉、通膨持續降溫、廠商庫存已近低水位，預期終端需求在總體經濟持穩後可緩步回升，將可看到企業獲利顯著回升，產業方面，AI及EV雙趨勢明確，推動需求成長優於其他次產業，建議在逢低拉回時，布局大趨勢明確且受益於產品升級帶來獲利率跳升的相關族群，包含AI伺機器、CoWoS封裝、AI概念矽智財、DRAM、銅箔基板、機殼等，如HPC、ASIC/IP、Power Supply、散熱、高階 PCB 材料等類股，傳產以EV、綠能等相關類股為布局標的。（自立電子報2024/1/4）,https://tw.news.yahoo.com/%E9%87%8E%E6%9D%91%E6%8A%95%E4%BF%A1-ai%E6%BD%9B%E5%8A%9B%E5%8F%AF%E6%9C%9F-%E9%95%B7%E7%B7%9A%E6%A6%AE%E6%99%AF%E7%9C%8B%E5%A5%BD-200122316.html
13605,1704426984156_YahooNews,news,Yahoo新聞,股市匯市,2024-01-05 06:00:00.000,年關救急！勞保10萬元紓困貸款今起申請 資格一次看,壹蘋新聞網,【記者王良博／台北報導】勞動部公告，勞保紓困貸款今(5日)起開辦，每人最高可貸10萬元，目前利率為2.04%。勞保年資滿15年、無欠繳勞保費及滯納金、未曾借貸勞保紓困貸款或已繳清者，均可申請。勞動部表示，勞保紓困貸款1/5正式開辦，受理至1/19截止，每人最高可貸10萬元，貸款期間3年，年利率目前為2.04%，前6個月按月付息不還本，第7個月起按月平均攤還本息。勞動部指出，勞保紓困貸款申貸資格，包含生活困難需要紓困、參加勞工保險年資滿15年（計算至受理截止日1/19）、無欠繳勞保費及滯納金、未曾借貸勞保紓困貸款，或已繳清者。不過，勞動部也說，已請領勞保老年給付、終身無工作能力的失能給付，或向所屬機關請領勞保補償金者，不得申請勞保紓困貸款。勞動部表示，符合資格且有需求的勞工，可透過網路、臨櫃或郵寄等方式，向土地銀行各地分行，或其委託的金融機構，提出申請。勞保紓困貸款洽詢電話 :1.土地銀行客服專線（02）2314-6633，及其所屬分行或其委託的金融機構。2.勞保局服務專線（02）2396-1266。,https://tw.news.yahoo.com/%E5%B9%B4%E9%97%9C%E6%95%91%E6%80%A5-%E5%8B%9E%E4%BF%9D10%E8%90%AC%E5%85%83%E7%B4%93%E5%9B%B0%E8%B2%B8%E6%AC%BE%E4%BB%8A%E8%B5%B7%E7%94%B3%E8%AB%8B-%E8%B3%87%E6%A0%BC-%E6%AC%A1%E7%9C%8B-220000158.html
13606,1704408883366_YahooNews,news,Yahoo新聞,股市匯市,2024-01-05 06:42:26.000,「鴿」聲微弱 台幣連四貶探一周低點,記者陳美君／台北報導,美國聯準會公布最近一次的利率決策會議紀要「鴿」聲微弱，官員們預期利率仍需維持在高點「一段時間」，以對抗頑強難降的通貨膨脹，影響所及，國內股匯市昨（4）日雙雙下挫，新台幣匯率終場微貶0.6分，收在31.016元，連四貶並逾一周新低，總成交量為14.51億美元。熱錢持續匯出資金，自2023年匯市封關日起，新台幣匯率天天貶值，過去四個交易日，新台幣匯率累計貶值達2.98角。中央銀行統計顯示，今年以來，美元指數累計強升0.99%，非美貨幣走勢全盤皆墨。其中，台灣主要貿易對手國貨幣韓元貶值1.68%、走勢最為疲軟，日圓匯率累計貶值1.37%，歐元匯率迄今已下挫1.16%。至於新台幣、人民幣與星元匯率，與去年底相較，累計貶值0.91%、0.84%及0.69%。相較於市場對聯準會今年將提前且大幅降息的預期，聯準會日前公布2023年12月會議紀錄重申「在通膨明顯持續下降前，政策在一段時間內保持限制性立場是適當的」；此外，會議紀要也未深入探討聯準會主席鮑爾在記者會提到的討論細節，即有關何時開始降息。【看原文連結】,https://tw.news.yahoo.com/%E9%B4%BF-%E8%81%B2%E5%BE%AE%E5%BC%B1-%E5%8F%B0%E5%B9%A3%E9%80%A3%E5%9B%9B%E8%B2%B6%E6%8E%A2-%E5%91%A8%E4%BD%8E%E9%BB%9E-224226261.html
13607,1704426980526_YahooNews,news,Yahoo新聞,股市匯市,2024-01-05 09:52:00.000,專訪3｜王世堅自豪只有這點贏過賴清德！ 「恰吉」拉小提琴驚現文藝面,壹蘋新聞網,【記者施智齡／台北報導】此次參選北市士林大同區立委的民進黨台北市議員王世堅，問政嗆辣、風格鮮明，雖他擁有「恰吉」的狂野外型，但私下的王世堅熱愛古典音樂，他接受《壹蘋》專訪拉了一段莫札特的《小步舞曲》，也分享珍藏的其中一把小提琴，是北科大兩名教授利用漂流木和廢棄物製成送給他和副總統賴清德一人一把，對他來說深具意義。他笑稱，自己每次看到這把琴就很開心，「我每一樣都輸賴副，唯獨一樣贏他，就是王世堅會拉小提琴」。王世堅看似不計形象，曾願賭服輸跳海、剃髮，更常在議會嗆辣質詢地方首長，過去一句「over my dead body」更是令人印象深刻，不過他私下跟質詢台上火爆的形象相差甚遠，他受訪時頻將謝謝掛在嘴邊，更拉得一手好琴，擁有文藝氣息的一面。王世堅接受《壹蘋》專訪，秀出一把銀色小提琴，熟練地調音後，拉了一小段莫札特的《小步舞曲》，雖然因為罹患板機指導致有點走音，但仍聽得出有一定的基本功。他說，在辦公室內只要聽到好聽的旋律，就會拿出小提琴演奏相同旋律，陶醉其中。他也分享這把小提琴的來源，全世界只有2把，原來這是台北科技大學材料科學系和土木工程系的兩名教授，利用漂流木、廢玻璃物重製而成，他跟賴清德2021年受邀出席北科大110年校慶時，分別受贈一把，對他寓意深遠。王世堅神情雀躍地說，他特別愛這把小提琴，因為以前跟賴清德在立法院當過同事，覺得賴清德超優秀，「我每一樣都輸賴副總統，唯獨一樣贏他，就是王世堅會拉小提琴」，跟賴清德同時收到小提琴，他覺得很光榮。,https://tw.news.yahoo.com/%E5%B0%88%E8%A8%AA3-%E7%8E%8B%E4%B8%96%E5%A0%85%E8%87%AA%E8%B1%AA%E5%8F%AA%E6%9C%89%E9%80%99%E9%BB%9E%E8%B4%8F%E9%81%8E%E8%B3%B4%E6%B8%85%E5%BE%B7-%E6%81%B0%E5%90%89-%E6%8B%89%E5%B0%8F%E6%8F%90%E7%90%B4%E9%A9%9A%E7%8F%BE%E6%96%87%E8%97%9D%E9%9D%A2-015200820.html
13608,1704426980754_YahooNews,news,Yahoo新聞,股市匯市,2024-01-05 09:52:00.000,專訪2｜蔣萬安等著！倒數鐘不是最後一份禮 王世堅：到立院會繼續送,壹蘋新聞網,【記者施智齡／台北報導】參選北市士林大同區立委的台北市6連霸市議員王世堅，憑藉25年政壇資歷，以及神似「鬼娃恰吉」的外貌和犀利發言，每次質詢宛若上演議會大劇，辛辣針砭市政，更會在議會質詢時送上暗藏意涵的禮物給時任台北市長，如曾送北市前市長柯文哲龍袍諷他自稱「真命天子」，也曾贈魔戒戒指，要柯別一心只想選總統荒廢市政，2023年11月市政總質詢時，也送給現任台北市長蔣萬安「倒數電子鐘」，並強調接下來將前進立院，可能是最後一次總質詢，換來蔣秒回「不一定、不一定」。王世堅接受《壹蘋》專訪提及此事笑稱，既然蔣那麼喜歡他送的禮物，即便到了立法院後，他會繼續每年準備兩件禮物，委託市議員陳怡君從立院送給他。王世堅有「政壇扶龍王」之稱，因為凡是被他罵過的人，都會在政壇走紅，他在市議會質詢時，都會送上「禮物」給台北市長，內藏含寓意，柯文哲過去擔任台北市長的8年期間就收過魔戒、龍袍、魔鏡、巨型木馬、「我就爛」字樣T恤、畚箕、湯匙等，一共32件禮物。2022年12月蔣萬安入主北市府，王世堅在市議會成立大會上就送上蔣萬安曾祖父、蔣介石遺照，作為第一份禮，要警惕蔣不能犯錯，「用槍砲當上（官）的，都被台灣社會割捨掉了」，更何況是用民選出來的。力拼2024進入國會的王世堅，去年也曾送過蔣萬安鍋子搭配一罐白米，螺絲起子以及秤子等，上月在台北市議會的總質詢中，甚至送給蔣「倒數電子鐘」，替蔣萬安的市長任期3年998天倒數，也預告自己將前進國會，這可能是最後一次總質詢，換來蔣萬安秒回「不一定、不一定」，並揶揄這難道是君悅會事件的靈感？希望和王世堅繼續相處。王世堅接受《壹蘋》專訪，面對蔣萬安希望他續留北市議會笑稱，「他對我送的禮物真的很有感」，王世堅說，雖然兩人不同政黨，「但既然他那麼喜歡我送他禮物，那我會繼續送」。王世堅表示，即便到了立法院後，一樣每個會期都會準備好禮物，透過議員陳怡君轉送給蔣萬安，「這一點蔣萬安市長可以放心」，他保證說到做到，每個會期都會準備好，要蔣萬安等著，「一年會有兩件來自立法院王世堅，寄託陳怡君交給蔣萬安的禮物。」王世堅除了送禮表達意涵，問政質詢也犀利藏梗，搭配激動的表情，「笑」果十足，他認真地說，每個議題自己都琢磨很久，分輕重緩急，投入很多時間在問政上，質詢5、10分鐘，長一點40分鐘，背後都是花超過10倍時間準備；各種市民委屈的個案或通案，都是在無助之下跟議員陳情的，所以他責無旁貸，必須替市民伸張正義。王世堅說，議會總質詢上他將3句座右銘送給蔣萬安跟市府全體官員，這是美國已故前總統林肯解放黑奴時講的，「With malice toward none（對任何人皆不抱惡意）」 、「With charity for all（對所有人懷抱慈悲）」、「With firmness in the right（對正義公理永遠堅持）」，盼市府官員銘記。,https://tw.news.yahoo.com/%E5%B0%88%E8%A8%AA2-%E8%94%A3%E8%90%AC%E5%AE%89%E7%AD%89%E8%91%97-%E5%80%92%E6%95%B8%E9%90%98%E4%B8%8D%E6%98%AF%E6%9C%80%E5%BE%8C-%E4%BB%BD%E7%A6%AE-%E7%8E%8B%E4%B8%96%E5%A0%85-015200530.html
