,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
9066,1691402389949_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 11:30:02.000,"盤中速報 - 世芯-KY(3661)股價拉至漲停，漲停價2040.0元，成交2,228張",,"世芯-KY(3661-TW)07日11:30上漲185元，股價漲停報2040.0元，委買9張、委賣115張，成交2,228張。主要業務為專業特殊應用積體電路(Application Specific IC, ASIC)。系統單晶片(System-on-Chip; SoC)設計及製造生產。所屬產業為半導體業，相關半導體類指數近5日下跌2.49%。世芯-KY(3661-TW)近5日股價下跌14.52%，台灣加權指數下跌2.6%，短期股價無明顯表現。近5日籌碼<BR>三大法人合計買賣超：+249 張<BR>外資買賣超：+852 張<BR>投信買賣超：-532 張<BR>自營商買賣超：-71 張<BR>融資增減：-553 張<BR>融券增減：-121 張<BR>盤中速報 - 世芯-KY(3661)急拉2.09%報1955.0元，成交827張<BR>〈台股風向球〉籌碼凌亂 個股視業績題材發揮<BR>〈熱門股〉AI概念股賣壓出籠 ASIC族群本周重挫<BR>鼎極操盤手：AI股絕地大反攻，就看這一天！",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E4%B8%96%E8%8A%AF-ky-3661-%E8%82%A1%E5%83%B9%E6%8B%89%E8%87%B3%E6%BC%B2%E5%81%9C-033002556.html
9067,1691417056754_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 11:33:19.000,五大光電公協會呼籲共同推動再生能源 讓環境、養殖、綠電共好,,今年反太陽能聲浪起，影響裝置進度。太陽能光電產業五大公協會共同發表聲明指出，再生能源發展已是全球不可逆轉之趨勢，期待台灣能多一點以專業角度的正向討論，以推進產業發展共同努力。聲明中也對外界質疑一一回應。針對太陽能基樁使漁民無法使用牽漁網方式捕魚的說法，目前所知多數業者利用漁塭堤岸及引水渠道設置基樁，以避免影響大面積漁網捕撈。對於黑面琵鷺生態疑慮方面，漁電共生開發的案場皆位於既有漁塭，與黑面琵鷺主要棲息地並無影響，且業者早有共識。已避免開發七股台61以西黑面琵鷺生態敏感區。另有傳聞漁電共生場基樁影響地下水層，改變漁塭水質鹽度及加速退水速度，對養殖十分不利，導致漁獲減少價格上升。公協會也澄清，多數漁電共生魚塭具有蓄洪功能，且養殖用水並不與是否降雨直接相關，漁獲價格也受到多重因素影響，包含農業人口老化導致缺工、漁民選擇性養育高獲利漁種、飼料價格上漲等不可控因素，呼籲民間單位發言時應切重專業事實陳述。台南地區的太陽能光電業者積極採用友善環境生態工法。在工程建置前期，業者即逐一拜訪場內漁民，並邀請他們參與案場設計。透過企業與民間合作，確保漁電共生計畫符合漁民養殖實際需求，也有效降低對漁塭造成的直接破壞。在夏季，太陽能設施能為漁塭適度遮光，避免水溫升高影響漁塭生態平衡。冬季則為發電設施設置防風布，抵禦東北季風。漁塭完工後也具有蓄洪功能，提升自然保護能力。在光電業者對環境的珍視下，漁電共生案場達成環境、養殖與綠電三方共好。,https://tw.news.yahoo.com/%E4%BA%94%E5%A4%A7%E5%85%89%E9%9B%BB%E5%85%AC%E5%8D%94%E6%9C%83%E5%91%BC%E7%B1%B2%E5%85%B1%E5%90%8C%E6%8E%A8%E5%8B%95%E5%86%8D%E7%94%9F%E8%83%BD%E6%BA%90-%E8%AE%93%E7%92%B0%E5%A2%83-%E9%A4%8A%E6%AE%96-%E7%B6%A0%E9%9B%BB%E5%85%B1%E5%A5%BD-033319335.html
9068,1691402389847_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 11:34:44.000,〈台股盤中〉AI概念股回神 漲逾170點重返萬七大關,,台股今 (7) 日在 AI 概念股回神帶動下，盤中一度大漲逾 170 點，重返萬七大關，預估成交量約 3500 億元。觀察權值股表現，台積電 (2330-TW) 今日小漲逾 1%、鴻海 (2317-TW) 開高走低盤中翻黑、聯發科 (2454-TW) 平盤震盪，AI 概念股點火上攻，緯創 (3231-TW)、廣達 (2382-TW)、英業達及技嘉均亮燈漲停，微星、仁寶漲 2-3%。電源指標股台達電走揚，光寶科更漲逾 6%，PCB 相關的台光電也大漲逾 9%，逼近漲停，金像電漲近 8%、健鼎漲約半根，散熱的雙鴻漲停、奇鋐漲 7%，其餘如川湖、佳世達、智邦等均漲 6-7%。高價股漲跌互見，大立光漲約 1%、世芯 - KY 漲 8%，重回 2000 元之上、緯穎漲 8%、M31 漲 7%、創意漲 3%。不過，信驊跌逾 2%，旭隼小跌，亞德克 - KY、力旺也都走弱。航運股集體修正，航空雙雄長榮航跌近半根，華航也跌逾 2%，貨櫃三雄也紛紛走弱，長榮跌 3%，陽明、萬海跌 2%。另外，成衣大廠儒鴻跌超過 4%，面板雙虎友達跌 3%，群創也同步修正，為盤面上弱勢指標。,https://tw.news.yahoo.com/%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD-ai%E6%A6%82%E5%BF%B5%E8%82%A1%E5%9B%9E%E7%A5%9E-%E6%BC%B2%E9%80%BE170%E9%BB%9E%E9%87%8D%E8%BF%94%E8%90%AC%E4%B8%83%E5%A4%A7%E9%97%9C-033444726.html
9069,1691402389711_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 11:35:15.000,"盤中速報 - 友輝(4933)急跌-2.31%報38.1元，成交1,033張",,"友輝(4933-TW)近5分K跌速2.31%，07日11:35報38.1元，成交1,033張。（註：漲跌速為5分K的漲跌幅）友輝(4933-TW)近5日股價上漲3.89%，所屬產業為光電業，相關光電類指數下跌1.22%。櫃買指數下跌3.1%，股價漲幅表現優於大盤。近5日籌碼<BR>三大法人合計買賣超：-7 張<BR>外資買賣超：-7 張<BR>投信買賣超：0 張<BR>自營商買賣超：0 張<BR>融資增減：+81 張<BR>融券增減：+2 張<BR>〈台股盤前要聞〉勞動基金啖AI財獲利豐、台達電明年AI占比大增 今日必看財經新聞<BR>友輝電動車客戶積極上門開新案 車用業績爆發成長<BR>盤後速報 - 友輝(4933)次交易(1)日除息2.91元，參考價35.29元<BR>盤後速報 - 友輝(4933)下週(8月1日)除息2.91元，預估參考價33.64元",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%8F%8B%E8%BC%9D-4933-%E6%80%A5%E8%B7%8C-2-033515751.html
9070,1691402389638_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 11:42:12.000,"盤中速報 - 台光電(2383)股價拉至漲停，漲停價440.0元，成交15,921張",,"台光電(2383-TW)07日11:42上漲40元，股價漲停報440.0元，委買2,100張，成交15,921張。主要業務為銅箔基板。黏合片。多層壓合板。所屬產業為電子零組件業，相關電子零組件類指數近5日下跌3.07%。台光電(2383-TW)近5日股價下跌4.31%，台灣加權指數下跌2.6%，短期股價無明顯表現。近5日籌碼<BR>三大法人合計買賣超：+1,519 張<BR>外資買賣超：-2,101 張<BR>投信買賣超：+4,567 張<BR>自營商買賣超：-947 張<BR>融資增減：+1,136 張<BR>融券增減：-45 張<BR>盤中速報 - 台光電(2383)急拉3.23%報431.5元，成交2,682張<BR>盤中速報 - 台光電(2383)股價大漲至428.5元，漲幅達7.13%<BR>〈台股風向球〉籌碼凌亂 個股視業績題材發揮<BR>盤中速報 - 台光電(2383)急拉2.16%報401.5元，成交6,443張",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%8F%B0%E5%85%89%E9%9B%BB-2383-%E8%82%A1%E5%83%B9%E6%8B%89%E8%87%B3%E6%BC%B2%E5%81%9C-%E6%BC%B2%E5%81%9C%E5%83%B9440-034212809.html
9071,1691402389500_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 11:52:21.000,"盤中速報 - 廣明(6188)股價拉至漲停，漲停價112.5元，成交23,503張",,"廣明(6188-TW)07日11:52上漲10元，股價漲停報112.5元，委買23張、委賣1,825張，成交23,503張。主要業務為光電儲存設備及電腦週邊儲存裝置製造與銷售。所屬產業為電腦及週邊設備業，相關電腦及週設類指數近5日下跌4.98%。廣明(6188-TW)近5日股價下跌13.87%，櫃買指數下跌3.1%，短期股價無明顯表現。近5日籌碼<BR>三大法人合計買賣超：-1,955 張<BR>外資買賣超：-1,218 張<BR>投信買賣超：-460 張<BR>自營商買賣超：-277 張<BR>融資增減：-40 張<BR>融券增減：+63 張<BR>盤中速報 - 廣明(6188)急拉2.38%報107.5元，成交7,430張<BR>【新台股龍捲風】颱風天來錄節目值得了！營邦、建準、辛耘漲停！<BR>盤中速報 - 廣明(6188)急拉2.5%報102.5元，成交10,388張<BR>AI全面下跌 掌握這兩件事 又是一次全新機會",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%BB%A3%E6%98%8E-6188-%E8%82%A1%E5%83%B9%E6%8B%89%E8%87%B3%E6%BC%B2%E5%81%9C-%E6%BC%B2%E5%81%9C%E5%83%B9112-035221736.html
9072,1691402389364_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 12:00:01.000,"盤中速報 - 台燿(6274)股價拉至漲停，漲停價130.5元，成交35,716張",,"台燿(6274-TW)07日11:59上漲11.5元，股價漲停報130.5元，委買216張、委賣1張，成交35,716張。主要業務為銅箔基板、粘合片、多層壓合板之製造、加工及買賣。所屬產業為電子零組件業，相關電子零組件類指數近5日下跌3.83%。台燿(6274-TW)近5日股價下跌13.77%，櫃買指數下跌3.1%，短期股價無明顯表現。近5日籌碼<BR>三大法人合計買賣超：+3,935 張<BR>外資買賣超：+2,725 張<BR>投信買賣超：+1,342 張<BR>自營商買賣超：-132 張<BR>融資增減：-398 張<BR>融券增減：+43 張<BR>〈焦點股〉CCL類股由台光電領軍攻堅 盤中股價漲幅都逾5%<BR>盤中速報 - 台燿(6274)急拉3.31%報125.0元，成交8,250張<BR>PCB大廠健鼎除搶先取得現有越南生產據點還要進一步擴張<BR>【新台股龍捲風】颱風天來錄節目值得了！營邦、建準、辛耘漲停！",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%8F%B0%E7%87%BF-6274-%E8%82%A1%E5%83%B9%E6%8B%89%E8%87%B3%E6%BC%B2%E5%81%9C-%E6%BC%B2%E5%81%9C%E5%83%B9130-040001520.html
9073,1691402389209_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 12:05:17.000,盤中速報 - 勤誠(8210)股價大漲至202.5元，漲幅達7.14%,,"勤誠(8210-TW)07日12:05股價上漲13.5元，報202.5元，漲幅7.14%，成交2,535張。勤誠(8210-TW)所屬產業為電腦及週邊設備業，主要業務為電腦應用軟體設計工程業務。有關電腦用品及週邊設備之進出口貿易業務。有關電腦週邊設備及其用品耗材主件系統之研展製造加工及買賣業務。近5日股價下跌13.7%，台灣加權指數下跌2.6%，短期股價無明顯表現。近5日籌碼<BR>三大法人合計買賣超：-1,362 張<BR>外資買賣超：+2,446 張<BR>投信買賣超：-3,411 張<BR>自營商買賣超：-397 張<BR>融資增減：+527 張<BR>融券增減：-560 張<BR>投信近3日賣超個股<BR>〈台股風向球〉籌碼凌亂 個股視業績題材發揮<BR>〈熱門股〉AI概念股重挫 緯創、緯穎周跌逾2成<BR>【新台股龍捲風】颱風天來錄節目值得了！營邦、建準、辛耘漲停！",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%8B%A4%E8%AA%A0-8210-%E8%82%A1%E5%83%B9%E5%A4%A7%E6%BC%B2%E8%87%B3202-5%E5%85%83-040517171.html
9074,1691402389069_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 12:15:26.000,"盤中速報 - 建準(2421)股價拉至漲停，漲停價141.0元，成交7,035張",,"建準(2421-TW)07日12:15上漲12.5元，股價漲停報141.0元，委買46張、委賣716張，成交7,035張。主要業務為電子零組件製造業,其他電機及電子機械器材製造業,機械設備製造業。發電,輸電,配電機械製造業,電器及視聽電子產品製造業,國際貿易業。除許可業務外，得經營法令非禁止或限制之業務。所屬產業為電子零組件業，相關電子零組件類指數近5日下跌3.07%。建準(2421-TW)近5日股價下跌11.07%，台灣加權指數下跌2.6%，短期股價無明顯表現。近5日籌碼<BR>三大法人合計買賣超：+4,383 張<BR>外資買賣超：+6,691 張<BR>投信買賣超：-2,439 張<BR>自營商買賣超：+131 張<BR>融資增減：-170 張<BR>融券增減：+135 張<BR>鉅亨速報 - Factset 最新調查：建準(2421-TW)目標價調升至108元，幅度約5.56%<BR>建準AI伺服器風扇接單強勁 下半年毛利率逐季好轉<BR>【新台股龍捲風】颱風天來錄節目值得了！營邦、建準、辛耘漲停！<BR>廣達、緯創兩套抄底劇本，先一賭為快！",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%BB%BA%E6%BA%96-2421-%E8%82%A1%E5%83%B9%E6%8B%89%E8%87%B3%E6%BC%B2%E5%81%9C-%E6%BC%B2%E5%81%9C%E5%83%B9141-041526778.html
9075,1691402388967_YahooNews,news,Yahoo新聞,股市匯市,2023-08-07 12:32:29.000,"盤中速報 - 友輝(4933)急拉2.3%報40.25元，成交1,447張",,"友輝(4933-TW)近5分K漲速2.3%，07日12:32報40.25元，成交1,447張。（註：漲跌速為5分K的漲跌幅）友輝(4933-TW)近5日股價上漲3.89%，所屬產業為光電業，相關光電類指數下跌1.22%。櫃買指數下跌3.1%，股價漲幅表現優於大盤。近5日籌碼<BR>三大法人合計買賣超：-7 張<BR>外資買賣超：-7 張<BR>投信買賣超：0 張<BR>自營商買賣超：0 張<BR>融資增減：+81 張<BR>融券增減：+2 張<BR>盤中速報 - 友輝(4933)股價拉至漲停，漲停價38.75元，成交561張<BR>〈台股盤前要聞〉勞動基金啖AI財獲利豐、台達電明年AI占比大增 今日必看財經新聞<BR>友輝電動車客戶積極上門開新案 車用業績爆發成長<BR>盤後速報 - 友輝(4933)次交易(1)日除息2.91元，參考價35.29元",https://tw.news.yahoo.com/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%8F%8B%E8%BC%9D-4933-%E6%80%A5%E6%8B%892-3-043229321.html
