id,post_time,content,rise,post_id
1678471663309_F0DCU,2023-03-10,"B0
今天A大部落格文章，有把您的貼文分享上去，我把網址放在下面，有需要的同學也能去看

https://stockresearchsociety.blogspot.com/2023/03/310.html?m=1",1.0,35609
1678476835772_F0DCU,2023-03-10,CCCCCCCC,1.0,35610
1678459061375_F02_dcard,2023-03-10,"雲品買99.5 雲品今天收盤價87.6 未實現損益已-12%
宏達電買69
請問這兩檔要先停損嗎？謝謝大家！
https://sticker-assets.dcard.tw/images/3f8135cb-c935-4885-ac6d-dd6756cf7f82/orig.png",1.0,35611
1678472918104_F0DCU,2023-03-10,C,1.0,35612
1678472918182_F0DCU,2023-03-10,Ccccc,1.0,35613
1678459208477_F02_dcard,2023-03-10,"台股 - ETF - 資訊科技 - 估價[20檔] - 合理價計算
https://740213f.blogspot.com/search/label/ETF
股價估價法/殖利率估價法
配息/市值/ETF類型

📌貼文所有內容皆無推薦買賣
⚠️請投資人自負交易風險‼️
https://megapx-assets.dcard.tw/images/62280e88-4a55-49f1-994b-fc91cd4701b0/orig.jpeg
https://megapx-assets.dcard.tw/images/fbaf0afc-7e9e-46d9-a606-b93342efc42a/orig.png
https://megapx-assets.dcard.tw/images/2b71b708-e83f-4db2-9f86-d0ebc82e5b03/orig.png
https://megapx-assets.dcard.tw/images/2ff5166a-6934-4e0d-918c-5fc6efc52f05/orig.jpeg
https://megapx-assets.dcard.tw/images/8a71b1a0-8238-44e6-bc64-1a3330271a71/orig.png
https://megapx-assets.dcard.tw/images/aac5cc7f-609a-4783-acda-23920bb83316/orig.jpeg
https://megapx-assets.dcard.tw/images/07d2a594-0dae-4e1d-9e57-c479780b53b9/orig.png
https://megapx-assets.dcard.tw/images/da516600-a72e-48f6-b3aa-a45ea730777c/orig.png

合理價計算 - 部落格

定期更新各類股合理價及財報

股票/金融股/ETF/零股

https://740213f.blogspot.com/

#台股 #股票 #股市 #個股 #估價 #股價 #股利 #股息 #配息 #殖利率 #理財 #投資 #存股 #復華 #富邦 #元大 #群益 #國泰 #台新 #永豐 #中信 #凱基 #新光 #ETF #統一 #合理價 #高股息 #價值投資 #債劵 #stock

關鍵字：
台股,股票,股市,個股,估價,股價,股利,股息,配息,殖利率,理財,投資,存股,復華,富邦,元大,群益,國泰,台新,永豐,中信,凱基,新光,ETF,統一,合理價,高股息,股票教學,個股資料,統計分析,數據統計,價值投資,便宜價,安全邊際,熱門排行,stock,資訊科技,電信股,5G,半導體,電動車,元宇宙,人工智慧

00881,00893,00891,00830,00662,00892,00902,00895,0052,00896,00876,00861,00903,00877,00901,00904,00875,00762,00737,00909",1.0,35614
1678476835857_F0DCU,2023-03-10,ccccccc,1.0,35615
1678472918235_F0DCU,2023-03-10,Ccccccccccccc爆,1.0,35616
1678472918288_F0DCU,2023-03-10,抽這個20號能賺嗎？,1.0,35617
1678478019899_F0DCU,2023-03-10,您停損後 改成定期定額市值型ETF後 然後長期持有,1.0,35618
