id,post_time,content,rise,post_id
1698778073893_mobileR,2023-11-01,你心臟大一點，股數乘以十不就好了？[笑到噴淚][笑到噴淚][笑到噴淚] 500股也沒賺多少，一兩天薪水而己。嗯，破$98了，看來盤後隨便漲個5%，$103 有機會。如果真的賣出去，大概可以賺四千吧？,1.0,128871
1698775450386_mobileM,2023-11-01,謝謝！,1.0,128872
1698778073986_mobileR,2023-11-01,吃到瘦肉精．．怕ＧＧ變小．怕心跳變快．．心跳變太快很恐怖．．３０幾年前半夜睡覺遇上過一次嚇死人．．以為要死了．．可能在豐原吃到不該吃的東西．．最大可疑是吃到含瘦肉精的肉品,1.0,128873
1698778074120_mobileR,2023-11-01,我也是做夢一次全賣光．．再全買回．．＂差價＂就上萬．．可惜沒那個膽[大哭],1.0,128874
1698778065116_mobileR,2023-11-01,愛大太猛了．．ＡＭＤ過９８了[拇指向上]．．可惜沒一次買２Ｋ股＠９５．４５[笑到噴淚],1.0,128875
1698778074220_mobileR,2023-11-01,若真的賺四千元，這錢說大不大，說小也還可以付好幾個月的水電費。買車買不了，付車子的頭期倒也還夠。對沒錢剛出來工作的人蠻多的，對我的帳戶，卻是無關緊要的零頭。這跟一餐飯，你可以吃麥當勞，也可以吃和牛一樣,1.0,128876
1698778074322_mobileR,2023-11-01,你家不是有醫生？應該沒這麼嚴重吧？GG會變小嗎？心臟倒是比較重要一點，但日常飲食中，咖啡因的影響可能更大吧？如果瘦肉精不會累積，當天都能排泄掉，應該是沒問題吧？,1.0,128877
1698778074596_mobileR,2023-11-01,美國豬不放血．所以我都不太買．五花肉比較沒血腥味．我家醫生那時還沒出生[笑到噴淚]半夜心跳一整夜隔天才好．．去看醫生已經查不出原因為什麼心跳那麼快．．快到睡不著．．不喝濃縮咖啡不過量都還好,1.0,128880
1698778065242_mobileR,2023-11-01,大概是因為今天半夜沒有起床尿尿吧？[笑到噴淚][笑到噴淚][笑到噴淚] 好像每次半夜下的單，結局都不差。那些單子要是開盤前就下，那就神了，都可以賺一台R5含鏡頭了，可惜並沒有。,1.0,128879
1698778074733_mobileR,2023-11-01,豬排／五花肉都還好．老中超市的豬肉也還好．老美的真的很腥．缺德舅的豬肉不錯但是排骨肉．．我不想炸豬排就不太會煮[大哭]肉類都那買．．反正我女兒吃不多．品質比較重要,1.0,128881
1698778074849_mobileR,2023-11-01,每週賺１千．．你還會嫌少嗎？我連賺＄１０／ｐｅｒ　ｄａｙ都很高興．．一年也能多２Ｋ[笑到噴淚]你股票錢賺太容易賺太多．．看不起＂小＂錢．．[大哭],1.0,128882
1698777687160_mobileM,2023-11-01,定存美元,1.0,128883
1698778074992_mobileR,2023-11-01,我現在每天喝自己冷泡黑咖啡．．一堆台灣茶都沒喝[大哭],1.0,128884
1698778159356_mobileM,2023-11-01,"Q3 
 友達 
 群創 
 評比 
 
 
 出貨面積 
 589 
 647 
 群創多10%出貨面積 
 
 
 稼動率 
 589/680=87% 
 647/810=80% 
 友達Q3接單暢旺,稼動率高 
 
 
 ASP 
 329 
 279 
 友達產品價位較高 
 
 
 營收 
 701 
 577 
 群創出貨雖多,但營收少了124億 
 
 
 營業成本 
 648 
 535 
 友達經營成本高113億 
 
 
 營業費用 
 68 
 57 
 友達管理費用也高 
 
 
 折舊(占比) 
 83.6(11.9%) 
 76(13.2%) 
  
 
 
 人事(占比) 
 120(17.1%) 
 95(16.5%) 
 友達生產量雖少,但人事成本高 
 
 
 歸母虧損 
 10 
 19 
 難兄難弟 
 
 
 
  友達產品較高階些,售價高, 營收高,但 經營成本也很高, 兩家難兄難弟,稅後虧損金額差不多,都要綁在一起..",1.0,128885
1698778073805_mobileR,2023-11-01,吃這麼好？我家以前有買中文學校的禮券時，常常都是99大華的不知名豬肉。牛肉才吃Costco的。,1.0,128870
1698778065327_mobileR,2023-11-01,我之前租房十年，搬家時找到一些好幾年的台灣茶，後來都拿來煮茶葉蛋了，超貴的茶葉蛋呀。結果也沒比較好吃。[笑到噴淚][笑到噴淚][笑到噴淚],1.0,128886
1698778074461_mobileR,2023-11-01,不過美國豬肉（指一般超市的豬肉）真的是臭。一般美國豬真的不怎麼好吃。不知道是放血不夠還是什麼問題，剛來美國時就覺得美國豬肉不怎麼好吃。也不知道是不是那時候不會煮，還是香料放得不夠。主要是白切肉差很多。,1.0,128878
1698778073748_mobileR,2023-11-01,等２輪．．賣出３８９＠＄２１．７５５．．等下跌或是再漲．．又不能睡午覺[大哭],1.0,128869
1698777653488_mobileR,2023-11-01,220吋，擁有4K解析度??? vision pro單眼4k，65吋tv4k，就算4台拼接也就130吋，還能達到8k，220吋4k，號稱micro led ，呵，是mini led 吧,1.0,128859
1698774463841_mobileM,2023-11-01,愛大你是青出於藍而更勝於藍 都是幾百上千的撈 我是乞丐生意      早上撈了３股 中午煮我女兒愛吃的 酸菜白肉鍋 ＸＤ韓國白泡菜比五花肉還貴    要是搞台灣那一套變更產地的話 這個豬是什麼豬都不知道 美國好豬可不便宜 一堆塔綠斑搞不清楚狀況,1.0,128867
1698778155663_mobileM,2023-11-01,肉店減資九成馬上破千.,1.0,128887
