id,post_time,content,rise,post_id
1686209623527_F0DCU,2023-06-07,"板上月經文一堆就知道
很多人連0050 006208的基本差異都不知道",1.0,44101
1686203747458_F0DCU,2023-06-07,"只有在六福村上面
https://sticker-assets.dcard.tw/images/c69489be-dfe7-46d5-ae21-7945b39aabe5/orig.png",1.0,44087
1686210543009_F0DCU,2023-06-07,"獲利報告然後寫未實現損益
你要不要看看你在講什麼
https://sticker-assets.dcard.tw/images/3284c75d-3955-4acc-82da-c18d47106b83/orig.png",1.0,44088
1686200550219_F0DCU,2023-06-07,請問業強還是建準還能進嗎 謝謝,1.0,44100
1686145461620_F0DCU,2023-06-07,早知道all in比特幣了,1.0,44089
1686145461672_F0DCU,2023-06-07,"欸 不是買狗狗幣是不是更賺 
現在來看買特斯拉也不貴啊！
油車跟電車比例來看就知道
電車發展還有很長欸 
增幅也不小",1.0,44090
1686135003026_F02_dcard,2023-06-07,"https://megapx-assets.dcard.tw/images/c3ab1cf6-c00e-42b2-a9ef-2824bc880c7e/orig.jpeg
https://megapx-assets.dcard.tw/images/b61ae9a9-ed54-4800-8c21-e7a97c28440e/orig.jpeg
https://megapx-assets.dcard.tw/images/e884e0dd-bbb9-497a-9629-09465b753c09/orig.jpeg
https://megapx-assets.dcard.tw/images/4d6728d2-0a0a-43de-b7b5-aaff31a86c1e/orig.jpeg
https://www.instagram.com/stockclubtw/",1.0,44099
1686134202915_F0DCU,2023-06-07,"主要是能做到什麼改變當前生活型態?還有我個人好奇對眼睛的傷害
如果難以長時間使用，不管商用或娛樂限制都會很大。
最後只是高貴的玩具
個人認為5年後再來看即可，要改進的地方太多了。",1.0,44093
1686785165314_F0DCUNEW,2023-06-07,不是我在臭 每天都找當日強勢股出來秀 我覺得沒必要 漲上去幹嘛追 為什麼不找低檔的出來討論,1.0,44092
1686198194637_F0DCU,2023-06-07,"昨天跳空向下就是警訊了
連兩天出量下跌補了缺口
可能下看 280
撐不撐得住再說會不會彈吧

記住
跳空
無論是往上或往下
都代表主力的心態
如果散戶跟了
就會繼續往那個方向走
如果沒有
就會反過來操作",1.0,44094
1686217497781_F0DCU,2023-06-07,"https://megapx-assets.dcard.tw/images/60cd7d7a-18c1-4d50-8214-0888bafc87e3/640.jpeg
https://i.imgur.com/9R55EKW.jpg
我是韭菜嗎？",1.0,44098
1686134913189_F02_dcard,2023-06-07,"這兩週討論熱烈的AI股果不其然成為韭菜們理想目標～
來分享一下上週加入比賽後，急忙上AI末班車的績效...
未賣出，只小賺1.24% 
(圖片我放留言區)
當時眾多新聞報導的AI三帥：輝達、AMD、台積電ADR  🥲🥲
而PLTR則是前幾天美軍簽了合約～結果漲漲漲

米納桑～AI股讓你嚐到多少甜頭呢？

Option #1: 車上得早 錢賺不少🍻
Option #2: 最近才買 還沒爽到🫧
Option #3: 那是什麼 我不知道🥹",1.0,44097
1686134777361_F02_dcard,2023-06-07,"往前看幾次發表會，股票真的跌跌跌！
但這次至少有全新的產品推出耶？為什麼股票不捧場？？
是因為新頭盔定價太貴嗎？ 但我覺得很多果粉沒在乎$$

因為這傳說，我在發表會前賣掉蘋果
果然避開了這場小股災 

想知道果粉們怎麼看？ （我只用安卓機不爽繳蘋果稅 

https://sticker-assets.dcard.tw/images/8de2f7bc-70af-4798-be89-4c7dc7b8f000/orig.png",1.0,44096
1686133340415_F02_dcard,2023-06-07,"https://megapx-assets.dcard.tw/images/0eb9b2cd-e5a8-43a7-b767-df461d51e540/640.jpeg
https://megapx-assets.dcard.tw/images/9cffb1a4-19cc-4908-be7a-c9f1cfc64a23/640.jpeg
https://megapx-assets.dcard.tw/images/937cf598-bb97-4b0d-aa31-586c34a0a88b/640.jpeg
https://megapx-assets.dcard.tw/images/e06fd6ac-64df-4281-b253-25f7ed06a2c8/640.jpeg
https://megapx-assets.dcard.tw/images/d31e8598-f452-4d66-81ee-16aef30bd973/640.jpeg
💡想要投資股票，但又不知道如何選股，常常被眼花撩亂的各種股票選項給淹沒？

💰本篇文章介紹了兩種股票：成交重心股、強勢股。

成交重心股的平均每日成交值超過5億以上，是市場的矚目焦點，吸引散戶資金和大戶資金進入，從而推升股價，是很容易走出一個大波段行情的股票。

強勢股是漲幅前100名的股票，是市場最強的股票，股價容易受到特定大戶影響，這些股票一旦漲起來，很難會回頭等你上車。

另外，成交值大的強勢股既是成交重心股也是強勢股，因為成交值很大，股價較難受到單一大戶影響，在市場萬眾矚目下，散戶和大戶一起買入推升股價，它會成為市場焦點，資金會持續地進來，直到下一個題材的出現。

📈了解這些股票的特點，您可以更有方向地選股進行投資，而不再手忙腳亂。如果你喜歡這篇文章，歡迎分享給更多的朋友，謝謝！

#市場 #投資 #股票 #觀光類股 #股市 #股票投資 #經濟 #投資理財 #台灣股市 #熱門股票",1.0,44085
1686201382499_F0DCU,2023-06-07,"大大感覺會拉到多遠，
我是底部有一些庫存
平均買在12初。
我自己是持續看好可能會一路到18，
但還在觀察量。",1.0,44095
1686210898981_F0DCU,2023-06-07,"你這住台中打零工的大叔
整天幻想 洗洗睡",1.0,44091
1686135484556_F0DCU,2023-06-07,歐印,1.0,44084
1686161290164_F0DCU,2023-06-07,你好 我是群益證券營業員，目前針對存股族，存台/美股都有超優惠手續費，開戶也只需要線上開戶即可，有興趣歡迎私訊瞭解😆,1.0,44074
1686214917066_F0DCU,2023-06-07,14萬還不賺啊,1.0,44082
1686135484512_F0DCU,2023-06-07,"股票絕對不是什麼幾月買幾次
而是買入的時機要正確
正確的入場時機
你只要1年買一次賣一次就高過你每個月購買",1.0,44068
1686203747264_F0DCU,2023-06-07,今天才買觀光股會變韭菜嗎,1.0,44067
1686203747215_F0DCU,2023-06-07,"資金輪動，做好停損，
用力追就對了。",1.0,44066
1686205113801_F0DCU,2023-06-07,我的建議是早點上車啦～找不到買點就定期定額00919,1.0,44065
1686135484485_F0DCU,2023-06-07,我朋友投入4/5，他在離島當兵沒有什麼物慾，回台灣不是釣魚就是打電腦，大部分的錢基本上都存下來買ETF了,1.0,44064
1686136902115_F0DCU,2023-06-07,今天又漲啦！,1.0,44063
1686164735159_F0DCU,2023-06-07,不錯的文,1.0,44102
1686198194611_F0DCU,2023-06-07,該賣,1.0,44069
1686203747301_F0DCU,2023-06-07,"想請問這是什麼App, 想知道如何一次用類別看所有股票（觀光股之類的），謝謝🙏",1.0,44070
1686131562912_F0DCU,2023-06-07,買之前應該先評估這個標的你打算抱多久，1天？2天？還是一個月？而不是哪隻漲買哪隻,1.0,44071
1686203747379_F0DCU,2023-06-07,要暑假了吧,1.0,44072
1686138395440_F0DCU,2023-06-07,"可以瞭解自己適合什麼交易的有趣心理測驗
https://16personalities.capitalfutures.com.tw?empno=A50851",1.0,44073
1686164735097_F0DCU,2023-06-07,虛心受教 感謝分享 👍,1.0,44075
