id,post_time,content,rise,post_id,segmented_content
1665493628173_mobileR,2022-10-11,老黃的顯示卡，一觸即發‧跟火藥庫一樣，連鎖反應‧礦工不買單，老黃提早訂的額度，下單自己一堆庫存，不下單台積電營收受影響，連帶御三家也活不下去‧[XD],-1.0,88188,"['老黃', '的', '顯示卡', '，', '一', '觸', '即', '發', '‧', '跟', '火藥庫', '一樣', '，', '連鎖', '反應', '‧', '礦工', '不', '買單', '，', '老黃', '提早', '訂', '的', '額度', '，', '下單', '自己', '一', '堆', '庫存', '，', '不', '下', '單台', '積電', '營收', '受', '影響', '，', '連帶', '御', '三', '家', '也', '活', '不', '下去', '‧', '[', 'XD', ']']"
1670567754971_F02_dcard,2022-12-09,"一般來說股市都是跑在經濟和大眾情緒前面的
尤其是最近身邊一堆人叫我趕快逃、趕快出清的時候
反而是個進場的好時機

尤其是從疫情開始之後，這幾年都是這樣
每次市場情緒過熱的時候，就是崩跌的前兆
每次市場情緒崩潰的時候，就是復甦的前兆

我不求一定要買在最低點，只求自己能一路慢慢買
有漲就繼續買，大盤跌個 3%~5% 再加大力度買
然後抱著等反轉

不知道有沒有人跟我看的一樣？",-1.0,30162,"['一般', '來', '說', '股市', '都', '是', '跑', '在', '經濟', '和', '大眾', '情緒', '前面', '的', ' ', '尤其', '是', '最近', '身邊', '一', '堆', '人', '叫', '我', '趕快', '逃', '、', '趕快', '出清', '的', '時候', ' ', '反而', '是', '個', '進場', '的', '好', '時機', ' ', ' ', '尤其', '是', '從', '疫情', '開始', '之後', '，', '這', '幾', '年', '都', '是', '這樣', ' ', '每', '次', '市場', '情緒', '過', '熱', '的', '時候', '，', '就是', '崩跌', '的', '前兆', ' ', '每', '次', '市場', '情緒', '崩潰', '的', '時候', '，', '就是', '復甦', '的', '前兆', ' ', ' ', '我', '不', '求', '一定', '要', '買', '在', '最', '低點', '，', '只', '求', '自己', '能', '一路', '慢慢', '買', ' ', '有漲', '就', '繼續', '買', '，', '大盤', '跌', '個', ' ', '3', '%', '~', '5', '%', ' ', '再', '加大力度', '買', ' ', '然後', '抱', '著', '等', '反轉', ' ', ' ', '不', '知道', '有沒有', '人', '跟', '我', '看', '的', '一樣', '？']"
1667932460648_F0DCU,2022-11-08,日盛證券新開戶手續費優惠為1.8折 線上APP也適用,1.0,29708,"['日盛', '證券', '新', '開戶', '手續費', '優惠', '為', '1.8', '折', ' ', '線', '上', 'APP', '也', '適用']"
1665626355357_mobileM,2022-10-13,還以為你會說揮刀自宮  是立馬退出01一分鐘嗎?,-1.0,89186,"['還', '以為', '你', '會', '說', '揮刀', '自', '宮  ', '是', '立馬', '退出', '01', '一', '分鐘', '嗎', '?']"
1665725469514_mobileM,2022-10-14,結果今天才7萬,-1.0,90500,"['結果', '今天', '才', '7萬']"
1666746220519_mobileM,2022-10-26,道瓊都V轉了。,1.0,92329,"['道瓊', '都', 'V', '轉', '了', '。']"
1672164547568_mobileM,2022-12-28,資源有限，還沒看到有人倒下去之前都還會趴下去，讓其它人分享他丟出來的寶,1.0,100315,"['資源', '有限', '，', '還', '沒', '看到', '有', '人', '倒下去', '之前', '都', '還', '會', '趴下去', '，', '讓', '其它', '人', '分享', '他', '丟出來', '的', '寶']"
1665541886604_mobileM,2022-10-12,嘿嘿!面板群11.4棒打成功。,-1.0,88473,"['嘿嘿', '!', '面板群', '11.4', '棒打', '成功', '。']"
1665488670121_mobileR,2022-10-11,不想看[笑到噴淚],-1.0,88123,"['不', '想', '看', '[', '笑到', '噴淚', ']']"
1667184723614_mobileM,2022-10-31,選舉要到了 11月8日(二)美國要選舉了 搞不好(隨便找個理由)，只升2碼？or 不升了？,1.0,94171,"['選舉', '要', '到', '了', ' ', '11月', '8日', '(', '二', ')', '美國', '要', '選舉', '了', ' ', '搞', '不', '好', '(', '隨便', '找', '個', '理由', ')', '，', '只', '升', '2', '碼', '？', 'or', ' ', '不', '升', '了', '？']"
1663846879895_F0DCUNEW,2022-09-21,嗯嗯,-1.0,24161,"['嗯', '嗯']"
1666663413274_F0DCU,2022-10-25,他賣的話，其他跟著他買的韭菜散戶應該也會跟著賣吧,1.0,27482,"['他', '賣', '的', '話', '，', '其他', '跟', '著', '他', '買', '的', '韭菜', '散戶', '應該', '也', '會', '跟', '著', '賣', '吧']"
