id,post_time,content,rise,post_id
1681308631857_PTT02R,2023-04-12,"主旨：違規處置公示

案號：一一二年股簡字第四零六號

說明：

經板友檢舉，查多位使用者於本板之發、推文內容違反板規，爰按累進記錄、違規情形給
予處分。茲檢附處置名單、違規事證如下：

1.

違規人　：painvano
違規文章：#1aBQMhVi (Stock)
檢舉文章：#1aCczXai (StockPicket)
違規條目：4-6-1
罰則　　：水桶七天
違規事證：

→ painvano    : https://i.imgur.com/zBESdC3.png 寫台灣啊 04/06 12:40
→ painvano    : 嗯 Taiwan是什麼 快去看眼科吧04/06 12:47
→ painvano    : Taiwan那麼大你都看不到喔XD 老花眼也太嚴重 04/06 13:21
→ painvano    : 你出國千萬別說自己from Taiwan 要說from China喔 04/06 13:22
→ painvano    : 順便把護照的Taiwan也塗掉好了 要幹就徹底點04/06 13:22
→ painvano    : https://tinyurl.com/29qfluve 當中國人享受VIP待遇 04/06 13:27
→ painvano    : 所以你還是會說自己from Taiwan就是XDDDD04/06 13:27
→ painvano    : 接下來你一定會說:""台灣是中國一部分 所以說我來自04/06 13:31
→ painvano    : 台灣也沒錯""這類的屁話XDD04/06 13:31
→ painvano    : 好啦 乖乖 記得出國繼續拿有Taiwan字樣護照說自己 04/06 16:52
→ painvano    : 是自己from Taiwan喔  啾咪( ^.< )04/06 16:52

2.

違規人　：paulkk
違規文章：#1aCwkGZu (Stock)
檢舉文章：#1aCwmi8j (StockPicket)
違規條目：1-4-3
罰則　　：警告一次
違規事證：

 作者  paulkk (...)                                               看板  Stock
 標題  [請益] 手續費折讓問題
 時間  Mon Apr 10 14:24:14 2023

--

3.

違規人　：sadness0830
違規文章：#1aDAAMqh (Stock)
檢舉文章：#1aDBC-Lp (StockPicket)
違規條目：4-1 (累犯)
罰則　　：水桶一年
違規事證：

 作者  sadness0830 (ken)                                          看板  Stock
 標題  [請益] 台股ETF做價差的選擇
 時間  Tue Apr 11 07:58:12 2023
───────────────────────────────────────

請問一下

如果想利用台股ETF做價差的選擇

目前考慮的標的有以下5檔

這五檔我也是都有賺到錢5%-20%獲利了結

只是覺得好像大同小異

如果想從五檔中挑出一檔

專心做價差使用

請問會建議選擇哪一檔？

0050、006208這兩者台積電都40多%

00692台積佔比約接近40%

00881、00850 台積約30%

如果主要是想要賺價差

套牢的時候才領股利

大家會選擇哪一檔？

或是有更適合做價差的選擇？

--

4.

違規人　：QQQwe
違規文章：#1aDBtNvW (Stock)
檢舉文章：#1aDCGDdr (StockPicket)
違規條目：4-2-6 (累犯)
罰則　　：警告一次
違規事證：

 作者  QQQwe (拿出數據說話是那90人是5)                            看板  Stock
 標題  [請益] 請問有人定期定額存股兼作價差嗎？
 時間  Tue Apr 11 09:54:29 2023

--

備註　　：前一篇文章內容

 作者  QQQwe (拿出數據說話是那90人是5)                            看板  Stock
 標題  [請益] 請問00878該高歌離席嗎?
 時間  Wed Apr  5 18:52:42 2023

--

　　　　　按前後內容可見，均以討論「國泰永續高股息」為主要標的，因此認定為手動
　　　　　置底，且不因自刪而免責。

5.

違規人　：bp4u4ap6
違規文章：#1aDCYU3n (Stock)
檢舉文章：#1aDCanli (StockPicket)
違規條目：4-2-1 (累犯)
罰則　　：水桶一年
違規事證：

 作者  bp4u4ap6 (淚橋)                                            看板  Stock
 標題  [請益] 用電腦下單的多嗎？
 時間  Tue Apr 11 10:40:28 2023
───────────────────────────────────────

現在智慧型手機普及
手機下單方便

有些手機介面做的比電腦還好看
有沒有人完全不用電腦，只用手機看盤手機下單的

大家覺得呢

--

6.

違規人　：fcugeo
違規文章：#1aDCPQ51 (Stock)
檢舉文章：#1aDCdJEh (StockPicket)
違規條目：4-2-1
罰則　　：水桶七天
違規事證：

 作者  fcugeo (fcugeo1746)                                        看板  Stock
 標題  [請益] 請問本益比破7000是什麼意思
 時間  Tue Apr 11 10:30:48 2023
───────────────────────────────────────

本益比指標可以看
現在買的價格是合理價的多少倍
台積電這種營收創新高的成長股
本益比了不起20幾倍大家也願意買
因為有fu糗
剛剛隨便開了一檔本益比7000多倍看到直接噴飯
同業也才100多
這是超級本夢比吧
本益比7000多倍各位買的下手嗎

--

7.

違規人　：cphe
違規文章：#1aDGPl6t (Stock)
檢舉文章：#1aDKoDg_ (StockPicket)
違規條目：4-6-1
罰則　　：水桶七天
違規事證：


8.

違規人　：dangurer
違規文章：#1aDGPl6t (Stock)
檢舉文章：#1aDKoDg_ (StockPicket)
違規條目：4-5-2 (累犯)
罰則　　：水桶三十天
違規事證：


9.

違規人　：code0093
違規文章：#1aDM0fro (Stock)
檢舉文章：#1aDMc57X (StockPicket)
違規條目：4-3 (累犯＋加重)
罰則　　：水桶三十天併退文一篇
違規事證：

 作者  code0093 (CCCCCCC)                                         看板  Stock
 標題  [心得] 海期當沖 2023/04/11
 時間  Tue Apr 11 21:27:03 2023

--

10.

違規人　：nuwai57
違規文章：#1aDXfDlu (Stock)
檢舉文章：#1aDXqP-y (StockPicket)
違規條目：4-2-1 (累犯)
罰則　　：警告一次
違規事證：

 作者  nuwai57 (有沒有越線)                                       看板  Stock
 標題  Re: [情報]  3617 碩天 3月營收
 時間  Wed Apr 12 10:41:15 2023
───────────────────────────────────────

突破波段高，難道跟電有關的題材都要噴一波嗎？
挑戰歷史新高gogogo
後悔買太少QQQQ

(引文略)

--

11.

違規人　：brbear
違規文章：#1aDYVK1- (Stock)
檢舉文章：#1aDYpn3N (StockPicket)
違規條目：1-2-5 (累犯)
罰則　　：水桶一年
違規事證：

 作者  brbear (I'm professional)                                  看板  Stock
 標題  [新聞] 王美花：台積電投資高雄不變 政府會協助
 時間  Wed Apr 12 11:38:58 2023

(中略)

心得：
台積電去美國也要協助
去高雄也要協助
「看不見的手」會不會干預太多
以經營的角度來看也應該尊重專業經理人意見
讓企業生產技術能量和管理系統可以正常發揮

--

備註　　：單單就「看不見的手」而言，已有含沙射影扯政治之嫌，不論是針對國內或是
　　　　　國外，均認有濫竽充數撰寫之情事。

12.

違規人　：fanlongs
違規文章：#1aDVquRR (Stock)
檢舉文章：#1aDb1uCk (StockPicket)
違規條目：4-5-1 (累犯)
罰則　　：水桶三十天
違規事證：


13.

違規人　：kenndy
違規文章：#1aDVquRR (Stock)
檢舉文章：#1aDb1uCk (StockPicket)
違規條目：4-6-1 (累犯)
罰則　　：水桶三十天
違規事證：


14.

違規人　：kuasnetwork
違規文章：#1aDVquRR (Stock)
檢舉文章：#1aDb1uCk (StockPicket)
違規條目：4-6-1 (累犯)
罰則　　：水桶三十天
違規事證：


15.

違規人　：houjay
違規文章：#1aDatTdk (Stock)
檢舉文章：#1aDcyX9j (StockPicket)
違規條目：4-6-1 (累犯)
罰則　　：水桶三十天
違規事證：


16.

違規人　：mirce
違規文章：#1aDatTdk (Stock)
檢舉文章：#1aDdH1ES (StockPicket)
違規條目：4-6-1 (累犯)
罰則　　：水桶一年
違規事證：


17.

違規人　：jfw616
違規文章：#1aDatTdk (Stock)
檢舉文章：#1aDdH1ES (StockPicket)
違規條目：4-6-1 (累犯)
罰則　　：水桶三十天
違規事證：


18.

違規人　：MisterSmile
違規文章：#1aDatTdk (Stock)
檢舉文章：#1aDdH1ES (StockPicket)
違規條目：4-6-1 (累犯)
罰則　　：水桶三十天
違規事證：



申訴救濟：

如不服本判決，請於公告日起的七十二小時內，至StockPicket 板提出申訴，由板主重新
審理。

以上公告，發佈後執行之。


申訴改判：#1aDNkJ_3 (StockPicket)

原「一一二年股簡字第四零四號」之案(七)，經受處分人提出申訴，板主認為就地緣政治
背景而言，尚無積極證據表明在「台積電在美國的廠房面臨缺水」一事中，推文所指「執
政黨搞不定就投在野黨」一節與台灣政黨政治有何關聯，因此即起撤銷處分。


　　　　　　　　　　　　　　　　　　　　　　　　　　　　　Stock 板主 laptic 上

",-1.0,143577
1681310822770_PTT02R,2023-04-12,"好像有人在嘴國光安特羅的腸病毒疫苗，去調了它的仿單資料來看

衛部菌疫製字第000149號 安拓伏腸病毒71型疫苗 發證日期112-02-08

https://tinyurl.com/2zj2r5s7 => 12 臨床試驗資料

三期臨床資料中，有兩段是這樣寫的

""...本試驗包含一臨床療效主試驗，以及一免疫原性子試驗，臨床療效主試驗之目的為評估本
疫苗的臨床療效及安全性，免疫原性子試驗之目的為評估本疫苗的免疫原性。本試驗目前
有免疫原性子試驗之結果，臨床療效主試驗尚在進行中。""

""...第三期臨床試驗免疫原性分析族群共296人，試驗組237人，對照組59人，免疫原性分析族
群受試者年齡介於2個月到未滿1歲有66名（22.3 %），1歲到未滿2歲有62名（20.95 %）
，2歲到未滿3歲有64名（21.62 %），3歲到未滿6歲有104名（35.14 %）。男性佔52.7 %
，女性則佔47.3 %；269 人均為台灣人。主要免疫原性指標為施打兩劑疫苗28天後中和抗
體效價達 1:32 的比例（血清保護率），次要免疫原性指標為施打兩劑疫苗半年後中
和抗體效價達 1:32 的比例。免疫原性結果如下表所示：""

下面的data表有興趣自己看，反正就是經過新冠疫苗之亂大家都很熟悉的
各組的血清保護率及中和抗體效價 (幾何平均) data

有中和抗體，讓我想起之前柯文哲夫人小兒科醫師陳佩琪說過這麼一段話

「說打了會有高效價的中和抗體，但這些抗體的efficiency呢？這些抗體真的會抗新冠病
毒嗎？你給我打什麼病毒的spike protein 抗原，只要我不是免疫不全，當然會產生大量
的中和抗體，只是這些高titer的中和抗體， 真的能有效對付病毒嗎？」

原文網址: 國產疫苗真能有效對付病毒？陳佩琪：台灣將成大型人體實驗場 | 政治 |
Newtalk新聞 https://newtalk.tw/news/view/2021-05-26/579734
Follow us: @Newtalk新聞 on FB | @newtalk_news on IG |  @NewtalkNews on YT

TFDA審過了都發藥證了，我相信沒問題
國光是家老字號疫苗廠，我相信也不會有問題
""臨床療效主試驗尚在進行中""，申請藥證，我相信更沒問題


--
",-1.0,143580
1681309578372_PTT02R,2023-04-12,"又等了一周

看來105~110這個區間上不太去

看起來要形成一個頭肩部了

先停利出場 獲利五趴

等跌回一百再撿回??

https://imgur.com/UWE4stZ



--
",-1.0,143578
1681309890660_PTT02R,2023-04-12,"原文標題：不只高雄廠？傳台積電在台擴產腳步放緩，寶山、中科、南科都延後


原文連結：
https://technews.tw/2023/04/12/tsmc-expansion-slow-rumor/


發布時間：April 12, 2023


記者署名：April 12, 2023 by 林 妤柔


原文內容：

台積電 2023 年首季營收不如預期，半導體供應鏈傳出，台積電在 3 奈米擴產速度放緩，
其他廠區如高雄廠 28 奈米量產計畫也生變，2 奈米新廠建置速度也開始放緩。

換言之，台積電在高雄、南科、中科與竹科都傳出擴產計畫放緩、產能重新調配的消息。

首先是高雄廠，有媒體報導，台積電原訂 1 月開標的高雄廠機電工程標案延後一年，相關
無塵室及裝機作業將隨著延後；此外，台積電高雄廠計劃採購的 28 奈米機台清單也全數取
消。

對此，台積電表示，製程技術與時間表依客戶需求與市場動向而定，目前正處法說會前緘默
期，不便多做評論，將於法說會對於整體市況明確說明。

除高雄廠外，也傳出南科與竹南的先進封裝前後段與測試產能規模開始縮減，已有廠房、設
備、材料等業者也接獲通知，說工程進度和拉貨延後至少半年以上。由於現有計畫放緩，預
估 2025 年量產的竹科寶山、中科 2 奈米晶圓廠，應該會延後放量時間至 2026 年。

目前都還是市場消息，仍待台積電 4 月 20 日的 2023 年第一季法說會解答，預估會中將
聚焦市場庫存、供需、價格、整體市況的觀察，以及近期受關注的海外擴廠發展及先進製程
的發展狀況。

（首圖來源：shutterstock）

心得/評論：這樣台積4/20法說會不會很刺激阿
現在一堆人燒香拜佛希望gg在他的物件附近弄好弄滿
..
都是揣測 就算經濟部長幫gg說了些話
但一樣4/20見



",-1.0,143579
1681311582761_PTT02R,2023-04-12,"1. 標的：      (例 2330.TW 台積電)

KEYS.US

2. 分類：多/空/討論/心得

多

3. 分析/正文：

Keysight
前身為安捷倫科技
念電機電子的人一定用過他們家的示波器
財報沒問題
但上次財報公布後股價大跌
現在處於波段低點一陣子了

4. 進退場機制：(非長期投資者，必須有停損機制。討論、心得類免填)

20%停損?

--
",-1.0,143581
1681292021304_PTT02R,2023-04-12,"1. 標題：生達1720、敦陽科2480、零壹3029 3月營收


2. 來源：中央社


3. 網址：
https://reurl.cc/lv4KDA
https://reurl.cc/KML10y
https://reurl.cc/eX7KdW


4. 內文：
生達   2023年3月合併營收  5.45億元 年增 25.58%
敦陽科 2023年3月合併營收  5.65億元 年增  3.04%
零壹   2023年3月合併營收 11.48億元 年增  3.27%


5. 備註：
定存股的每月健檢，
營收都是穩定成長。
請不要再上沖下洗，
穩穩領股息不好嗎？

--
",-1.0,143546
1681313685142_PTT02R,2023-04-12,"111年3月
 112年累積EPS如下 【3月單月EPS】 排名與累積 4/12股價
------------------------------------------------------

  1.富邦金  1.12元    0.52元     1. 3.93元    57.30
  2.兆豐金  0.77元    0.21元     6. 0.44元    33.15
  3.中信金  0.66元    0.25元     3. 0.84元    22.00
  4.第一金  0.50元    0.17元     8. 0.38元    26.70
  5.國泰金  0.46元    0.17元     2. 2.58元    42.95
  5.元大金  0.46元    0.19元     5. 0.51元    22.55

  7.玉山金  0.42元    0.14元     9. 0.32元    25.30
  8.永豐金  0.41元    0.14元     7. 0.39元    16.60
  9.台新金  0.38元    0.13元    14. 0.15元    16.95
 10.華南金  0.37元    0.14元    11. 0.28元    22.55

 11.合庫金  0.35元    0.12元    10. 0.32元    26.40
 12.開發金  0.21元    0.12元     4. 0.58元    13.20
 13.國票金  0.18元    0.05元    15. 0.14元    12.50
 14.新光金 -0.59元   -0.20元    12. 0.24元     8.53 


------------------------------------------------------

新增完成填權息：無
總結完成填權息：富邦金、元大金(尚未填息)、永豐金、中信金、第一金

西瓜金也太慘了...
壽險型金控可以看到上月獲利開始回溫
聯準會上月升息 台灣央行也跟進升息
今天剛好CPI也公布 已經降到年增5%的表現
看來下半年是否會降息值得關注
也會影響到下半年金融股的表現

這月持續關注尚未公布股利政策的金控動向

",-1.0,143583
1681313686139_PTT02R,2023-04-12,"主旨：板規修正討論 (4.3 版本) (第二版)

案號：一一二年股板字第四零七號

說明：

經使用者 BlueBird5566 於股檢板反映，並結合日前提出的意見，茲將預定於近期內進行
編修的板規作成新版草案，接下來的討論請以此版為準。詳情如下：

一、「輪值制度」相關

　　依板主個人的看法，在新版板規上路後，擬將處理檢舉案時的「單人認定」制變更為
　　和申訴案一樣，採行「合議制」。同時作為配套措施，原有的「輪值制度」將予以廢
　　止，以期增進板主群間的合作，並讓廣大使用者曉得標準。

　　與此同時，在一一二年股板字第四零五號中提到的「處理流程調整」，在規劃保留的
　　同時，將修正為「於需要時得要求對造到案說明」。時效部分則以二十四小時為限，
　　未答辯者視同放棄己身權利。

　　圖表部分可參考 #1aChpccr (Stock)，本文不再揭載。


二、「累犯制度」相關

　　按現行處理模式而言：

　　一：不分條文一律累進，確實會發生「違背比例原則」的問題

　　二：發生連續違規且無法即時對應時，按當前的「以基本罰則倍數累計」的作法，亦
　　　　與板規相違

　　因此擬將總則的「原則補述」內容修正如下：

　　「1.本板累進加重原則為一案一罰，在處置當下若先前在板上一年內有處分之公告，
　　　　且所違反的板規與當時相同，依本原則累進之。

　　　2.若處置當下有多項待處分違規，且先前沒有違規處分紀錄，以處分較重者計。如
　　　　為短期內連續違規，且遲誤不可歸責於板主（依板規 3-9）時，以基本罰則倍數
　　　　累計的方式計算應受處分之期間（「刪文」、「警告」罰則除外）。

　　　3.處分累進原則意旨為加重刑責，若累犯之刑責低於本刑，本原則不得適用。
　　　　例：先前違反4-1 刪文，後違反 4-3。4-3 本刑為水桶七日，但依加重原則計為
　　　　警告，仍處水桶一周。」


三、「釣魚」文相關

　　經板主觀察，近年來以分化民心、引導輿論為主要目的之新聞頻繁被轉發到板上，且
　　因心得濫竽充數而導致屢次有板友因而受板規處分。雖然近來多按「證據排除法則」
　　（註一）不予處分，然而還需明文化規定，方能減少未來爭端。是此，擬將於股檢板
　　新增「違規文章如遭刪除，推文底下檢舉得不受理」等文字，以作為保障之用。

註一：類同於「毒樹果實理論」，當偵查機關違法取得證據時，該證據將被排除在法庭之
　　　外，失去證據能力。


四、「濫訴」問題處理

　　由於按原文的敘寫方式執行，將容易造成「處罰熱心檢舉之使用者」的誤會，因此將
　　調整如下：

　　「經查有濫訴、誣告行為者，板主群將向小組長申請拒絕受理其檢舉。此犯行構成條
　　　件包括但不限於：

　　　1. 檢舉節錄斷章取義致使語意完全相反者
　　　2. 憑空杜撰違規內容誤導板主處分者
　　　3. 違規客觀事實完全虛假者，但於原發文者編修文章時，不在此限
　　　   (板主可以查到編輯記錄)
　　　4. 以無關言辭強加於所檢舉的內容之上者」


五、「轉錄」文相關

　　經反映得知，近來偶有非「新聞」類的文章被轉入股票板，然查現行板規卻未有足夠
　　規範，以示對於不同板風之尊重。因此，原有的4-1 將調整成：

　　「未依文章格式及分類規定、未排板致使閱讀困難、轉錄他板文章未移除推文者，刪
　　　文。」

　　同時因應此調整，原板規 1-2-9「轉錄新聞請移除原看板推文」將同步廢止，相關規
　　範依4-1 論處。


六、「情報」文相關

　　由於股票板不是用來作為討論特定投顧、分析師的場所，也並非「政治戰場」，因此
　　為貫徹專注於標的討論之精神，將增設板規 1-5-5：

　　「不得轉載不具國內外上市櫃公司董監資格之人員的社群媒體貼文，違者板規4-1 處
　　　分，嚴重者以板規4-3 處分。」


七、檢舉案處理時效

　　「十四日內」須受理的規定，將會恢復回原來的「七日內」，希望能藉此改善管理效
　　率並減少延宕的發生。


八、「髒話」違規相關

　　在標準認定方面，將明文表示「從語意上可得知非針對他人，且無不雅感受時，得不
　　予處分」。同時，使用諧音、形似字等規避者，同樣將按語意為違規認定，不會因相
　　關行為而直接免責。


九、申訴成立時的「冤獄」問題

　　在股檢板板規中，「申訴」規範（條號部分尚未確定）將新增下列敘述：

　　「經半數板主同意申訴並改判者，其已受之水桶處分期間得留至下次再發生違規時扣
　　　抵。」


以上僅就現階段思考到的預計編修內容，作一些簡單陳述，也繼續歡迎提出看法。板主將
在蒐集足夠回饋後，擇日（預定在本公告發出的一、兩週後）公佈最終修訂結果並正式施
行之，感謝。


　　　　　　　　　　　　　　　　　　　　　　　　　　　　　Stock 板主 laptic 上

",-1.0,143584
1681314286025_PTT02R,2023-04-12,"重點就是核心CPI，核心中的核心就是服務CPI

其實已經講了很久了，不要不信邪，他不降下來什麼都不要想

5%不！4%不! 3%不!  歷史就說了FED就算核心通膨只有3%還是射射發抖，就是要升息以待

3月份已經是客氣了，因為三月有銀行問題，信用緊縮會造成消費受抑制

假如這個月接下來銀行問題暫時都沒了，信用又會擴張，其實看看最近資產市場像

加密貨幣跟股市就知道，還有記得上次看到報告說房地產價格又按月上升了

這多少就是跟信用恢復有關係，這種現象在打通膨時很常會反覆發生

所以就會看到接下來核心通膨又會上去了，反正讓我們看下去


--
",-1.0,143585
1681308172472_PTT02R,2023-04-12,"-------------------------------------------------------------------------
1.發標的文未充實內文，多空理由不充實者，板規1-1-5或4-4處份
2.進退場機制若非長期投資，請輸入停損價，否則依板規1-1-6處份
3.請依格式輸入內容，未依格式者板規1-1-2砍文處份。

標題請使用以下格式：股號.市場碼+股名+分類 (市場碼：TW US HK CN JP KR...)
                 ex [標的] 2330.TW 台積電 長期不停損多
                 ex [標的] TSLA.US 特斯拉 馬斯克火星多

---------------------按ctrl+y 可刪除以上內容。----------------------------

1. 標的：4927泰鼎KY

2. 分類：多

3. 分析/正文：
泰鼎是PCB製造商，產品終端應用為電視、視訊轉換盒、硬碟、印表機、及車用多媒體設
備。

基本面：
其中家庭營收是由電視所貢獻，2021年三星把mini led的單給泰鼎做，所以那年家庭營收
增加了不少，去年則因為景氣轉差，被取消了不少單，也因此認了很多存貨跌價損失，
導致毛利和EPS掉很多。

目前來看，根據OMDIA預估今年mini led TV出貨量將從去年的300萬台倍增至600萬台，以
三星市佔70%來推估，今年家庭方面營收有機會比去年成長，加上面板近期報價上漲，中國
618購物廠商有望增加拉貨。

還有2023Q1新增一條HDI產線至四條產線，大部分將給車用板以及少量SSD板，因產
品毛利優於公司平均水準，下半年若能量產可以改善產品組合。

籌碼面：
外資近期持續買進

技術面：
出量的前兩根，後勢可期

4. 進退場機制：
五日線操作

--
",-1.0,143576
