id,post_time,content,rise,post_id
1659215549846_F0DCUNEW,2022-07-01,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,-1.0,18179
1656801482313_F0DCU,2022-07-01,撐不下去的人就快點畢業：）,-1.0,18178
1656807774785_F0DCU,2022-07-01,"14000國安基金要入場
做多做到傻了嗎",-1.0,18177
1656808943100_F0DCU,2022-07-01,我知道你還有錢,-1.0,18173
1656804781530_F0DCU,2022-07-01,一千叫股災？  以前四千的人  笑而不語,-1.0,18175
1656879264719_F0DCU,2022-07-01,每天只看尾盤你也知道該賣了吧,-1.0,18174
1656792266056_F0DCU,2022-07-01,我不玩了 把錢還我,-1.0,18172
1659215549856_F0DCUNEW,2022-07-01,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,-1.0,18180
1656879264740_F0DCU,2022-07-01,沒有實現就不是賺,-1.0,18176
1659215549870_F0DCUNEW,2022-07-01,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,-1.0,18181
1656799334184_F0DCU,2022-07-01,快攤吧 反正這邊一堆畢業文出來了,-1.0,18144
1656801482325_F0DCU,2022-07-01,趕快彈起來 我要出場了⋯⋯,-1.0,18183
1656807774795_F0DCU,2022-07-01,好爽 割韭菜,-1.0,18184
1656807774814_F0DCU,2022-07-01,不到十年線是要進場賠爆嗎？,-1.0,18185
1656808943122_F0DCU,2022-07-01,感謝畢業,-1.0,18186
1656879264771_F0DCU,2022-07-01,所以賣了嗎,-1.0,18187
1656790375285_F0DCU,2022-07-01,賠一百多還只有18% 怎麼那麼有錢啊氣死,-1.0,18188
1656807774832_F0DCU,2022-07-01,賺的時候都是自己會選股自己是股神，賠的時候都怪政府護盤不力,-1.0,18189
1656655268817_F02_dcard,2022-07-01,"台股今日殺破頭 日後還有無底洞
真正存到見骨

抗通膨理財專家現在在哪？
https://i.imgur.com/g9geBZI.jpg",-1.0,18171
1659215549810_F0DCUNEW,2022-07-01,"今天一路從-10衝到快-20
可憐啊",-1.0,18143
1659205762375_F0DCUNEW,2022-07-01,沒事 準備開始止跌兩天🤣,-1.0,18142
1656799376681_F0DCU,2022-07-01,快賣喔,-1.0,18141
1659215549884_F0DCUNEW,2022-07-01,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,-1.0,18182
1656879264697_F0DCU,2022-07-01,"為什麼不用預掛單的方式賣啊
賺的放到賠很可惜欸",-1.0,18170
1656807774726_F0DCU,2022-07-01,吃大便國安基金這樣進場賠錢喔？,-1.0,18161
1656790375253_F0DCU,2022-07-01,一樣破百的路過 😫😫😫,-1.0,18168
1656801482288_F0DCU,2022-07-01,看到一堆畢業文 你還不認為這邊是最慘的點嗎,-1.0,18140
1656807774676_F0DCU,2022-07-01,爽欸再輸多一點，暑假想去住太魯閣煙波,-1.0,18146
1656675223202_F0DCU,2022-07-01,人家本多忠勝 而你是本少終敗,-1.0,18147
1656674297558_F0DCU,2022-07-01,快賣,-1.0,18148
1656655283607_F02_dcard,2022-07-01,"韭菜如我
因為上班的關係
一直把股票放著
當初航運股加台積電賺了一百萬
結果放到現在
剩負八萬⋯
幹",-1.0,18149
1656800817219_F0DCU,2022-07-01,"B0
我覺得你應該了解這次下跌的原因是什麼答案是通膨。那請問通膨結束了嗎？早就該賣了還在問…..等等下個月公布這個月的cpi吧",-1.0,18150
1656879264656_F0DCU,2022-07-01,可以繼續上班了,-1.0,18151
1656800817230_F0DCU,2022-07-01,"#分享 存股是這樣存的？
https://www.dcard.tw/f/stock/p/239318301?cid=8F2EA334-E64C-439D-95AD-7901A798CC93",-1.0,18152
1656805118763_F0DCU,2022-07-01,你買了幾口…？,-1.0,18153
1656807774695_F0DCU,2022-07-01,這幾年漲多少了，這樣就要護,-1.0,18154
1656713326095_F0DCU,2022-07-01,哲哲115先進3000,-1.0,18155
1656805574235_F0DCU,2022-07-01,快點出場我才可以撿,-1.0,18156
1656801482301_F0DCU,2022-07-01,反彈是出場用的，不是入場,-1.0,18145
1659215549837_F0DCUNEW,2022-07-01,可憐啊，一堆人早就投資十幾年了成本超低好不好,-1.0,18157
1656804784873_F0DCU,2022-07-01,放10年就回來了，沒甚麼,-1.0,18158
1656869987942_F0DCU,2022-07-01,已蓋牌不看了😂,-1.0,18159
