id,post_time,content,rise,post_id
1663380285345_F0DCU,2022-09-15,"有經歷過疫情的熔斷潮的人，大盤一天跌個 5%~10% 大概都沒感覺，因為之後都漲了回來（我猜啦）

如果是長期存股，有存個幾年以上的，對他們來說更是無感。

會驚慌的大概都是疫情復甦一陣子以後才進場的，對他們來說幾乎都是追在高點，自然會焦慮。",-1.0,23296
1663380285358_F0DCU,2022-09-15,"乾，追在高點根本就在說我
https://i.imgur.com/s9XZyJS.png",-1.0,23297
1663368146277_F0DCU,2022-09-15,待會崩盤,-1.0,23261
1663360947375_F0DCU,2022-09-15,"看你是要政府當外資提款機還是你自己要當外資提款機當然妳的錢可能也不夠外資提
外資也不是傻子 價錢低到一個程度外資還是會回買 所以別想太多 真的便宜的時候你也未必敢撿 撿了也未必是對的",-1.0,23299
1663216548660_F02_dcard,2022-09-15,"最近看到各種大盤、個股跌來跌去的新聞，但版上的大家好像情緒都還算穩定？
除了部分開槓桿或者是急需用錢的人，大家對大盤的信仰還是滿滿滿

在我印象中，大盤指數下跌個  300～500 點都算是大新聞，但昨天 400 點結果還是一堆人喊著繼續撿，到底大家心臟是有多強啊？",-1.0,23295
1663380285545_F0DCU,2022-09-15,"我都逢低撿
一次撿一張
撿好撿滿

而且玩股票就是
要利空買進
利多賣出",-1.0,23298
1663340260404_F0DCU,2022-09-15,認真回，股票拿到一定數量就能對公司有實質影響力（如併購，出售，分配盈餘等），這是股票主要的價值。大資金根據未來金融環境認定公司有相對應的價值，從而對股票定價。如果不存在資訊不對稱，一個公司發展前景很好，搭配未來經濟景氣看好，大資金自然會把股價推上去。舉個例子，如果台積電這家公司每年稅後淨利100億，如果你有大於台積電發行總數一半的股票如51%的股份，到時候可以決定怎麼分配這些盈餘，你覺得這51%的股份會價值多少錢？這還沒考慮到你控制公司後把公司資產變賣後的所得。,-1.0,23294
1663340260395_F0DCU,2022-09-15,"波克夏不發股利,但它都投資有股利的公司",-1.0,23288
1663357635628_F0DCU,2022-09-15,"三竹哦～有配合各大券商開發不同版本
我們家也有",-1.0,23292
1663250580689_F0DCU,2022-09-15,"元大用年獲利+配六成回推明年股利
就差不多知道位階在哪了",-1.0,23291
1663261120339_F0DCU,2022-09-15,大姑有想幫你代操嗎…也別為難大姑了,-1.0,23290
1663328019730_F0DCU,2022-09-15,"你都已選擇做存股
只需要保留緊急預備金 生活費 其餘多的 可逢低買進等配息配股就這樣
做存股等同你定存利息收入
除非你覺得這家銀行要倒閉了",-1.0,23289
1663380285578_F0DCU,2022-09-15,連三天跌停就很有感覺了,-1.0,23300
1663309642895_F0DCU,2022-09-15,哈嘍我什麼都不是，但還是可以聊聊喔,-1.0,23287
1663342475412_F0DCU,2022-09-15,"要不要考慮一下別家的～
永豐現在有手續費優惠",-1.0,23293
1663309642934_F0DCU,2022-09-15,"券啦 幹
跟一群賠錢散戶討論只會讓你更窮啦",-1.0,23301
1663329374464_F0DCU,2022-09-15,絕望氣氛濃厚才要買，大家一片看好時才危險,-1.0,23306
1663216543269_F02_dcard,2022-09-15,請問各位大大，小的我是股票新手，在幾年前無意間買到了一支股票（3288點晶），那時候成交價為22.5，後來下跌到15.5我想說就放著好了，但最近發現他要減資了而且已經暫停買賣，變成說原本1000股換新股661.95765股，那剩下零股是該買回到一張好還是直接零股出售？ 第一次遇到減資希望有高人能給小弟指點！ 萬分感謝！,-1.0,23303
1663261120356_F0DCU,2022-09-15,都不要鳥那些親戚，誰情勒妳就叫那個人簽切結書，萬一賠了叫靠腰的人來還！口口聲聲為妳好，但根本沒人真正站在妳的立場為妳著想！🙄,-1.0,23304
1663381289565_F0DCU,2022-09-15,"減資多數有兩種：第一種是拿股民的錢去擴展業務 第二種則是用股民的錢去還債
你認為是哪一種？",-1.0,23305
