id,post_time,content,rise,post_id,segmented_content
1676612923783_mobileR,2023-02-17,4月的 tuch taiwan 可以去看看，看是否有端出更好的牛肉,1.0,105765,"['4月', '的', ' tuch taiwan', ' ', '可以', '去', '看看', '，', '看', '是否', '有', '端出', '更', '好', '的', '牛肉']"
1676533077364_mobileM,2023-02-16,俗世間的商品 物體 在很多時候 根本帶不來快樂   你說的那些人 有些早都花過n年 最後才知道 沒快樂可言。    一兩千萬可以買到不老化 金城武十億倍帥  二十公分  我跟郭董早就買了      我那三十億以上身家的阿北友人  有三十億。。。然後呢 能講真心話的沒半個  只有我敢跟他打打鬧鬧。   他憂鬱 我也憂鬱啊。       我現刻正跟一位身家四億的闆娘在辦公室做手工。。。  算是打發時間   唉。     很羨慕 還能感受花錢會快樂的年輕時回憶           。  有的紙醉金迷 最後肝腎壞  或得愛滋  或大吃大喝 糖尿 高血壓  或外面包n個小三 元配切心 最後小三把錢款走。。。  太多這類案例    反而 他們要是沒錢 如今都會更快樂一点      我每天都在玩 玩到沒地方去 才來跟闆娘一起做手工。    晚上可能跟宅男團出動 拍正妹。     其實我身邊願意給我推倒的幾十位 都美過正妹。但這完全沒意義。    所以跟宅男團出動。     或跟色魔團出動。我都陪他們去消費 觀察。我自己對風塵女子更是完全不行 純粹打發時間,1.0,105445,"['俗世間', '的', '商品', ' ', '物體', ' ', '在', '很多', '時候', ' ', '根本', '帶', '不', '來', '快樂', ' ', ' ', ' ', '你', '說', '的', '那些', '人', ' ', '有些', '早', '都', '花', '過', 'n', '年', ' ', '最後', '才', '知道', ' ', '沒', '快樂', '可', '言', '。', ' ', ' ', ' ', ' ', '一兩千萬', '可以', '買到', '不', '老', '化', ' ', '金城武', '十億', '倍', '帥', ' ', ' ', '二十', '公分', ' ', ' ', '我', '跟', '郭董', '早', '就', '買', '了', '      我', '那', '三十億', '以上', '身家', '的', '阿北', '友人', '  ', '有', '三十億', '。', '。', '。', '然後', '呢', ' ', '能', '講', '真', '心話', '的', '沒', '半', '個', ' ', ' ', '只', '有', '我', '敢', '跟', '他', '打打鬧鬧', '。', ' ', '  ', '他', '憂鬱', ' ', '我', '也', '憂鬱', '啊', '。', ' ', ' ', '     ', '我', '現刻', '正', '跟', '一', '位', '身家', '四', '億', '的', '闆娘', '在', '辦公室', '做', '手工', '。', '。', '。', ' ', ' ', '算是', '打發', '時間']"
1670897051372_mobileM,2022-12-13,"友達董事長彭双浪12日表示，  友達在車用面板領域是全球前兩大供應商之一  ，因此  一定會前進  北美設廠，明年會定案、預計2025年量產。    台北市電腦公會  TCA舉行會員代表大會，理事長彭双浪在致詞時表示，一轉眼三年的時間過去了，這一屆的理監事會無疑的經歷了公會成立  48年來，挑戰最大、也最詭譎難料的三年  。全球範圍的新冠疫情、不見消停的俄烏戰爭，加上極端氣候災害、通膨、能源與糧食短缺、多種商品供需失衡，乃至經濟下滑，大概人們能想到的  糟糕事情一波接一波的  出現在我們周遭，讓絕大多數世人見證到  此生僅見的動盪  。  會中彭双浪也為企業請命，今年比較長的時間是處於不景氣的階段，在年關將近，  中小企業資金周轉  、流動性比較緊，因此跟行政院副院長沈榮津建議，政府挺金融業、金融業挺產業，讓大家年關好過一點。  ■北美設廠是趨勢 在地緣政治之下，未來接近市場是趨勢，產業鏈從過去的長鏈變成短鏈，解構再重構之後會更接近市場，友達車用面板是全球前兩大供應商，也避免不了前進市場，目前友達在大陸有後段模組廠，到北美設廠是一個趨勢。友達確定會前進北美設廠，包括面板模組到組裝，但是  設廠地點還沒決定  ，明年一定會定案，預定2025年就要量產。  ■近期已有急單拉貨 他認為，面板市況確實已到谷底，但是  谷底有多長還不知道  ，未來一定會反彈，  只是速度和時間的問題  。這次確實比較是L型下來、底部比較長，還要看最近大家庫存調整的狀況。近期有  一部分的客戶和品牌有急單拉貨  ，不同的廠有部分往上調整產能，但不是全面調漲，只是  某些型號回補  。現在  友達工廠稼動率比較低  ，也陸續在歲修，隨時準備好，如果市場回來就會提升稼動。  ==================  彭董行走江湖30幾年, 公司挺過2008全球金融風暴 和 反托拉斯追訴, 這次2022年市場動盪,卻讓   彭董 此生最刻苦銘心??    彭董坦言,一些公司 正遭遇現金流周轉問題,需要 政府和銀行團紓困, 平常儲備大量閒錢的友達,目前還能挺住.  三星TV 的急單又給彭董風雨生信心,認為現在就是谷底, 未來一定反彈...口說無憑,那友達公司要不要祭出庫藏股,買回70萬張持股, 註銷股本 (770億-70億=700億) ,用行動向社會證明 面板業20年的谷底即將反彈?   友達去北美設廠,已經箭在弦上,勢在必行...希望 友達經營層 能謹慎投資,防堵弊端,不要讓幾十億現金,肉包子打狗,有去無回,又製造一個虧錢的北美爛攤子.",-1.0,98514,"['友達', '董事長', '彭双浪', '12日', '表示', '，', '  友達', '在', '車', '用', '面板', '領域', '是', '全球', '前', '兩', '大', '供應商', '之', '一', '  ', '，', '因此', '  ', '一定', '會', '前進', '  ', '北美', '設廠', '，', '明年', '會', '定案', '、', '預計', '2025年', '量產', '。', '   ', ' ', '台北市電腦公會', '  TCA', '舉行', '會員', '代表', '大會', '，', '理事長', '彭双浪', '在', '致詞', '時', '表示', '，', '一', '轉眼', '三', '年', '的', '時間', '過去', '了', '，', '這', '一', '屆', '的', '理監事會', '無疑', '的', '經歷', '了', '公會', '成立', ' ', ' ', '48', '年', '來', '，', '挑戰', '最', '大', '、', '也', '最', '詭譎', '難料', '的', '三', '年', '  ', '。', '全球', '範圍', '的', '新冠', '疫情', '、', '不', '見', '消停', '的', '俄烏', '戰爭', '，', '加上', '極端', '氣候', '災害', '、', '通膨', '、', '能源', '與', '糧食']"
1671561231123_mobileM,2022-12-21,傻逼投資法…ETF投資比例(50%市值型，50%高股息) 滾動式獲利💸,-1.0,100048,"['傻', '逼', '投資法', '…', 'ETF', '投資', '比例', '(', '50', '%', '市值型', '，', '50', '%', '高', '股息', ')', ' 滾', '動式', '獲利', '💸']"
1671176043991_F0DCU,2022-12-16,"https://www.dcard.tw/f/stock/p/239046908?ref=ios
永豐開戶可找我了解!
我在 B 7",-1.0,30852,"['https', ':', '//www.dcard.tw/f/stock/p/', '239046908', '?', 'ref=ios', ' 永豐', '開戶', '可', '找', '我', '了解', '!', ' ', '我', '在', ' ', 'B', ' ', '7']"
1676870555254_mobileR,2023-02-20,也是，最後下決定的都是自己，在衡量損失跟獲利之後[拇指向上],1.0,106097,"['也', '是', '，', '最後', '下', '決定', '的', '都', '是', '自己', '，', '在', '衡量', '損失', '跟', '獲利', '之後', '[', '拇指', '向', '上', ']']"
1678692417695_F0DCU,2023-03-13,看來是26,1.0,35802,"['看來', '是', '26']"
1671627747101_mobileR,2022-12-21,已經梭哈了！沒錢可買永豐金，但今天手癢當沖1張賺30元，賺到1瓶飲料[笑],-1.0,100214,"['已經', '梭哈', '了', '！', '沒', '錢', '可', '買', '永豐金', '，', '但', '今天', '手', '癢', '當', '沖', '1', '張', '賺', '30', '元', '，', '賺到', '1', '瓶', '飲料', '[', '笑', ']']"
1678960334249_mobileM,2023-03-16,任何的漲都要記得賣，因為那是反彈！,1.0,109426,"['任何', '的', '漲', '都', '要', '記得', '賣', '，', '因為', '那', '是', '反彈', '！']"
1676960728069_F0DCU,2023-02-21,分母來回報 晶焱沒中QQ,1.0,34488,"['分母', '來', '回報', ' 晶焱', '沒', '中', 'QQ']"
