id,post_time,content,rise,post_id
1690883149528_F0DCU,2023-08-01,"版主您好😃
我是永豐金證券理專🤓，
我們的大戶頭時尚好用，系統穩定，
✅我可以協助您處理開戶與
後續優惠手續費😊
☀️不論您的投資疑問是什麼，
隨時能問我，了解市場，避免誤入地雷☀️
✅交易上智慧單
✅XQ程式交易等等
✅個人群組最新股市資訊、個股分享
讓您交易更方便有效率💡
卡稱下⬇️有ㄞ居，
歡迎加聊，我都在🙂",-1.0,53417
1690877858274_F02_dcard_C,2023-08-01,跌停兩天了…..，阿德當初買均價在153….，今天一早又給我殺到見骨完蛋ㄌ，忍痛賣掉了，再不賣要被砍倉ㄌ，各位AI現在還有救嗎⋯⋯，我相信只是短線修正拉回！，緯創唯一信仰！,-1.0,53416
1690915227013_F0DCU,2023-08-01,你確定兩邊賺嗎,-1.0,53415
1690877605254_F0DCU,2023-08-01,你真心想要學習，就別去看網路上的，去找好的老師，直接上實體課程，要找至少在股市超過十五年以上，有持續獲利的老師學，其他阿貓阿狗的別亂找，因為很多都是運氣好贏到錢就出來亂教的∼∼∼,-1.0,53414
1690879510609_F0DCU,2023-08-01,有嗎？尾盤不是都拉回了，股市又不是他說空就是空，只要後面有韭菜接盤，股價就是撐在那邊不會跌,-1.0,53410
1690923481050_F0DCU,2023-08-01,"B1 懂了 我161進場
計畫61161退場",-1.0,53412
1690933430316_F0DCU,2023-08-01,沒事這個月剛開始，還可以再賺一次。,-1.0,53411
1690883983033_F0DCU,2023-08-01,"笑死，賺錢的時候就少年股神，賠錢的時候就我只是學生
啊不就還好你有個富爸爸
ㄏ",-1.0,53409
1690877922646_F02_dcard_C,2023-08-01,"⚙️ 三大法人買賣金額統計 (億元) ⚙️ 
(單位名稱 / 買進金額 / 賣出金額 / 買賣差額) 

自營商(自行買賣) / 65.62 / 65.81 / -0.19
自營商(避險) / 97.24 / 101.69 / -4.46
投信 / 55.44 / 58.66 / -3.23
外資及陸資(不含外資自營商) / 1283.54 / 1202.23 / +81.3
外資自營商 / 0.39 / 0.34 / +0.04
合計 / 1501.83 / 1428.4 / +73.43

三大法人成交比重 : 38.4 %



📢 三大法人買賣超 TOP 3 

✈️ 外資 (代號 / 股名 / 買賣超(張))
買超 TOP 3 :
3481 / 群創 / 46862
2888 / 新光金 / 25886
2882 / 國泰金 / 18598

賣超 TOP 3 :
00929 / 復華台灣科技優息 / -19185
2312 / 金寶 / -16329
2344 / 華邦電 / -11972

🏦 投信 (代號 / 股名 / 買賣超(張))
買超 TOP 3 :
1519 / 華城 / 3723
3481 / 群創 / 2722
2881 / 富邦金 / 2317

賣超 TOP 3 :
3231 / 緯創 / -7018
2618 / 長榮航 / -2708
2421 / 建準 / -1470

🏭 自營商 (代號 / 股名 / 買賣超(張))
買超 TOP 3 :
0056 / 元大高股息 / 19957
00878 / 國泰永續高股息 / 10483
3481 / 群創 / 7617

賣超 TOP 3 :
00929 / 復華台灣科技優息 / -40682
00673R / 期元大S&P原油反1 / -15315
00923 / 群益台灣ESG低碳 / -12516

        
所有數據資料均來自各金融交易所及其他內容供應者，並按原樣提供，Dcard 不會驗證任何數據資料，並聲明不承擔任何資料驗證義務。相關數據資料僅供個人參考，不宜用於交易用途或視為投資、稅務、法務、會計等方面的建議。

進行交易前，請先向您的證券經紀人或理財專員確認實際價格，以上數據資料和資訊皆不構成 Dcard 對買賣或持有任何證券/金融產品的建議，亦不保證任何投資的可行性和適當性。",-1.0,53418
1690879913674_F0DCU,2023-08-01,"B60-3 第一次做就讓我超沒信心
本來想空虹冠電結果額度不足
臨時換支有夠後悔",-1.0,53413
1690925603840_F0DCU,2023-08-01,未來AI趨勢肯定漲，即將成為下一個破千的股王，沒1000別賣,-1.0,53419
1690922830688_F0DCU,2023-08-01,之前我就說緯創的投機過高，老實說一個系統代工廠我根本看不出他跟AI有任何關聯，過百還進場根本是在賭博，一堆上看300仔就在底下留言大酸我，現在打臉真爽,-1.0,53435
1690929178280_F0DCU,2023-08-01,感覺可以當傳家寶了,-1.0,53421
1690929166722_F0DCU,2023-08-01,做股票資訊要跟上，漲一大段了,-1.0,53439
1690883983086_F0DCU,2023-08-01,才跌個十幾趴就在該該叫 你還是乖乖把錢存銀行 股票不適合你,-1.0,53438
1690929665752_F0DCU,2023-08-01,看明天開盤是開低還開高吧.. 當沖會害死人,-1.0,53437
1690887785798_F0DCU,2023-08-01,"專心存00692 
主要賺資本利得 完全沒問題
厲害的是殖利率居然卻也不錯
（當作偶爾分紅的概念，小確幸）
內扣又很低
非常適合當作主要存股的標的",-1.0,53436
1690934097116_F0DCU,2023-08-01,阿德讚,-1.0,53434
1690879254088_F02_dcard_C,2023-08-01,"大家好

想請問板上的學長姐

小弟有筆儲蓄險到期共200萬

打算拿150萬出來存00878

預計是在這次除息後買進

請問是一次150萬投入

還是50萬分三個月買入

哪種方式比較建議呢

謝謝🙏",-1.0,53433
1690923481068_F0DCU,2023-08-01,"差很多，航運是真的營收爆發，AI單純做未來夢。
https://megapx-assets.dcard.tw/images/1e8cd3bb-e59f-4c49-a2b1-fd5c5031bd28/640.jpeg",-1.0,53432
1690929665727_F0DCU,2023-08-01,向上,-1.0,53431
1690883983076_F0DCU,2023-08-01,別去碰妳不熟的東西，手上持股都要做過功課，不是一股腦熱下去買的，所以受傷也是正常。,-1.0,53430
1690887579315_F0DCU,2023-08-01,請問怎會現在想買長榮?,-1.0,53429
1690879913686_F0DCU,2023-08-01,"謝謝小熊股🐻 可惜3257太早補了 沒吃到跌停～不過有賺就是開心💗
https://megapx-assets.dcard.tw/images/e8e3ebb5-55c6-4356-bc21-ccd8277c05dd/640.jpeg",-1.0,53428
1690929166703_F0DCU,2023-08-01,信仰不夠跑來發文,-1.0,53427
1690929665696_F0DCU,2023-08-01,每次都空氣砲,-1.0,53426
1690883983048_F0DCU,2023-08-01,我知道你還有錢,-1.0,53425
1690879399696_F02_dcard_C,2023-08-01,"上週為超級央行與財報週，三大央行利率決議，大致上符合預期的政策方向，其中比較值得注意的是，日本預計將放寬 YCC 殖利率曲線控制，意味日本走出長年通縮。而公司財報部分，大型科技股如 Intel、Alphabet、Meta等公司，表現皆優於市場預期。

本週重點在 PMI 的數據公告，以及美股財報持續公布，AI 的題材仍在燃燒，然相關類股股價漲多，須注意資金的過度集中與加槓桿的風險。

本篇內容主要整理三大央行的政策走向，以及 BOJ 放寬殖利率曲線的影響！雖然昨日日本十年期公債一度漲到 0.6%，日央行再次出手購債，其中以購買五年期到十年期間的公債為主，共約四千億日幣左右，導致昨天一度日幣貶值。

大方向上，大家可以關注之前大衛哥分享過的文章，日幣現在是很適合投資，日圓將逐步升值。
https://www.sinotrade.com.tw/richclub/weeklyreport/-64c37aa618a59f642031235f",-1.0,53424
1690934360153_F0DCU,2023-08-01,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,-1.0,53423
1690929166685_F0DCU,2023-08-01,"炒股達人那麼多
炒上去就一堆韭菜了",-1.0,53422
1690879170121_F02_dcard_C,2023-08-01,盤前交易已經破100%,-1.0,53420
1690925603819_F0DCU,2023-08-01,156的來安慰你,-1.0,53408
1690883982943_F0DCU,2023-08-01,一堆人要被抬出去了😀,-1.0,53392
1690883982977_F0DCU,2023-08-01,加碼 再飛上去就會爽了,-1.0,53406
1690879913664_F0DCU,2023-08-01,"想請問小熊 帆宣可以續抱嗎
買在147
本來是看好氫能源跟其他訂單買進的
跌到好沒信心
https://sticker-assets.dcard.tw/images/1588fef2-494a-486d-98e1-1f9b3ef8281d/orig.png",-1.0,53382
