id,post_time,content,rise,post_id
1683718469816_PTT02R,2023-05-10,"原文標題：亞洲藏壽司4月與前4月營收雙創同期新高




原文連結：

https://reurl.cc/EG31dn

發布時間：
17:022023-05-10
記者署名：

姚舜

原文內容：
受惠疫後餐飲市場大復甦，加上展店效益加持，日系迴轉壽司連鎖亞洲藏壽司（2754）4月營收3.95億元，與去年同期2.81億相較成長40.80％，累積1～4月營收15.81億較去年同期11.96億成長32.26％，單月與累計營收皆為同期新高。
展望後市，隨著該集團全球最大旗艦店「高雄時代大道店」5月9日開幕後所吸引的排隊人潮，以及目前已在網路上招聘員工，預計即將開幕的「台中三井LaLaport店」，該公司後續營收成長將可期。



心得/評論：
藏壽司旗艦店昨天才開幕，今天聽說又在準備以9400萬元租金進軍台中市沙鹿區，這樣一直開店越開越大間，台灣人真的很喜歡吃壽司。

--
",1.0,144101
1683710253186_PTT02R,2023-05-10,"原文標題：泰山任意解任獨董陳敏薰 證交所要求更正重訊


原文連結：https://money.udn.com/money/story/5612/7156047


發布時間：2023/05/10 16:48:36


記者署名：經濟日報 記者何秀玲／台北即時報導


原文內容：

 針對泰山（1218）昨（9）日重大訊息「公告本公司獨立董事陳敏薰依法當然解任」一案
，依主管機關函示，泰山公司前揭獨立董事解任事由非屬「公開發行公司獨立董事設置及
應遵循事項辦法」第3條第1項各款所列當然解任之事項。惟泰山公司逕依兩份法律意見書
自行認定，並任意發布重大訊息，證交所已發函要求泰山公司應即更正前揭重大訊息。

證交所再次重申，對於經營權爭議事項，均保持中立立場，然重大訊息為投資大眾所高度
關注之資訊，公司所發布之重大訊息應詳述事實，不得發布尚未確定之消息或公開資料與
事實不符，亦不得以重大訊息做為經營權爭奪之相互攻詰平台，如仍蓄意違反，將從嚴處
置。

證交所也表示，證交所致力打造「企業資訊透明」、「交易機制公正」之平台，為維護證
券市場秩序，降低資訊不對稱引發之不公平現象，並建立投資人對證券市場信賴度，爰要
求上市公司應即時、正確且完整的發布重大訊息。

心得/評論：


大概是證交所評估後覺得泰山解任獨董實在太瞎，連法條都套不進去，
直接打臉泰山，幫QQ

--
",1.0,144079
1683709954698_PTT02R,2023-05-10,"航太族群   4月營收
代號   公司名稱  Q1 EPS  本月營收  上月營收  去年同期  年增率  月增率
2634    漢翔      0.58    31.10億   40.64億   21.41億  45.28%  (23.46%)
4572    駐龍      1.65     0.69億    0.71億    0.55億  24.62%    3.22%
4541    晟田     (0.34)    0.83億    1.07億    1.10億 (25.24%) (22.45%)
8222    寶一      0.08     0.49億    0.62億    0.38億  30.00%  (21.08%)
3004    豐達科    1.27     2.32億    2.63億    1.22億  90.21%  (12.00%)
5284    JPP-KY    2.52     1.81億    1.95億    1.31億  38.41%  ( 7.02%)
5009    榮剛      1.20    12.13億   12.41億   10.27億  18.04%  ( 2.28%)
2645    長榮航太  0.84    10.94億   12.22億    9.58億  14.16%  (10.48%)
4546    長亨    尚未公布   0.85億    1.11億    0.65億  30.58%  (23.16%)


產業龍頭新聞:
1. 波音停止交付部分的波音737 MAX，主要是Spirit AeroSystems提供的零組件，
   其安裝程序不符規定，導致波音4月交機減至26架

2. 波音將與瑞安航空達成訂購150架737 MAX最大型號機的協議

3. 波音行政總裁David Calhoun表示，中國國家主席習近平將於今年稍後訪問美國，
   樂觀地認為即將恢復向中國出口737 Max客機。 (有待觀察)

評論:
1. 4月營收幾乎較3月衰退，應該跟停止交機有關，但年增仍就成長，趨勢向上不變

2. 其實這個族群受惠軍工題材短期漲太多了，真正能帶來獲利的是航太產業
   不過既然股價漲，大家也受惠了，只是某些個股評價有點高?
   接下來就持續關注產業走向，整體產業趨勢是沒這麼容易改變，下好離手

https://mops.twse.com.tw/mops/web/t05st10_ifrs

航太族群3月營收 https://www.ptt.cc/bbs/Stock/M.1681119031.A.C56.html
航太族群2月營收 https://www.ptt.cc/bbs/Stock/M.1678437336.A.53A.html

--
",1.0,144078
1683709807437_PTT02R,2023-05-10,"股板年領50萬以上股利的達人少說也有幾萬人，想請問各位神人假設移居生活費較低廉的東
南亞國家生活，40歲左右在台灣退休過去經營小本生意，每年生活費就靠穩定的現金股利及
一些股票股利，這樣不知道夠不夠用？當然前提是年紀大了不要生重病，不然醫藥費應該很
快就花光@@

--
",1.0,144077
1683709513706_PTT02R,2023-05-10,"1. 標題：公告本公司暨主要子公司112年04月自結合併稅後損益

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：


1.事實發生日:112/05/10
2.公司名稱:國泰金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司暨主要子公司112年04月自結合併稅後損益
6.因應措施:無
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，本則重大訊息同時
  符合證券交易法施行細則第7條第9款所定對股東權益或證券價格有重大影響之事項):
公告112年04月本公司暨主要子公司自結合併稅後損益
 單位：億元
------------------------4月損益------------------累計1-4月損益-------------
公司別              稅前      稅後            稅前      稅後     EPS(元)
國泰金控            70.1      59.6           139.0     128.4       0.86
國泰人壽            32.4      28.6            -9.1       5.2       0.05
國泰世華銀行        34.2      28.4           145.1     120.1       1.10
國泰產險             2.6       2.1            -5.1      -3.7      -0.52
國泰證券             1.4       1.1             7.1       5.8       0.75
國泰投信             1.7       1.3             6.4       5.2       3.44
註：累計1-4月不含外匯價格變動準備金之EPS(元)
國泰金控 0.46
國泰人壽 -0.88
註：累計1-4月不含天災保險準備金之EPS(元)
國泰金控 0.86
國泰產險 -0.52

************************************
補充
標題的自結是指較上月自結累積增加的量
************************************

--
",1.0,144076
1683709512605_PTT02R,2023-05-10,"第一季 EPS  1.18
https://i.imgur.com/UNUUwHo.jpg

四月營收
112年04月營收
220,929

去年同期月營收
773,787

營收年減
71.45%

1~4月 累積 年減
33.95%

https://i.imgur.com/WAH2t9R.jpg


心得

難怪...今年配息率那麼低
原來是慘慘慘
還好我早就跑了...
認賠6900
https://i.imgur.com/zSdyG1E.jpg


資料來源

https://mops.twse.com.tw/mops/web/t146sb05

",1.0,144075
1683709365773_PTT02R,2023-05-10,"https://mops.twse.com.tw/mops/web/t05sr01_1

https://i.imgur.com/UDXMXHH.jpg

mom-34% YoY-46.1%

這季落底對吧..（斷氣

",1.0,144074
1683708917231_PTT02R,2023-05-10,"1. 標題：2903 遠百 第1季合併財務報告

2. 來源：公開資訊觀測站

3. 網址： https://reurl.cc/3O03XV

4. 內文：

財報：遠百(2903)112年第一季歸屬母公司淨利7億8817萬元，EPS 0.56元

2023-05-10 15:47:24
公告本公司董事會通過112年第1季合併財務報告
1.提報董事會或經董事會決議日期:112/05/10
2.審計委員會通過日期:112/05/10
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX～XXX/XX/XX):112/01/01～112/03/31
4.1月1日累計至本期止營業收入(仟元):9,285,620
5.1月1日累計至本期止營業毛利(毛損) (仟元):5,164,174
6.1月1日累計至本期止營業利益(損失) (仟元):1,652,224
7.1月1日累計至本期止稅前淨利(淨損) (仟元):1,502,031
8.1月1日累計至本期止本期淨利(淨損) (仟元):1,171,843
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):788,174
10.1月1日累計至本期止基本每股盈餘(損失) (元):0.56
11.期末總資產(仟元):120,776,922
12.期末總負債(仟元):78,892,609
13.期末歸屬於母公司業主之權益(仟元):32,494,504
14.其他應敘明事項:NA


複製去年的遠東新 溫溫漲

--
",1.0,144073
1683708619164_PTT02R,2023-05-10,"1. 標題：
1432大魯閣 四月營收
2. 來源：                               (公司名、網站名)
公開資訊觀測站
https://mops.twse.com.tw/mops/web/t05st10_ifrs
3. 網址：                               (請善用縮網址工具)
https://mops.twse.com.tw/mops/web/t05st10_ifrs
4. 內文：
單位：新台幣仟元

項目 營業收入淨額
四月營收 110,818
去年同期 77,220
上月營收 89,248

月增 24.17%
年增 43.51%



這檔感覺沒在跟你看月增年增的，等發紀念品比較實在XD
股價也就每年發紀念品前比較有肉
國家棒球隊組起來！！

--
",1.0,144072
1683708308490_PTT02R,2023-05-10,"1. 標題：巨大9921四月營收 mom-18.4% YOY+20.3%

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t146sb05

4. 內文：

項目    營業收入淨額
本月      7,031,054
去年同期          5,845,888
增減金額          1,185,166
增減百分比        20.27
本年累計          27,172,141
去年累計          28,151,815
增減金額          -979,674
增減百分比        -3.48
備註 / 營收變化原因說明



--------------------------------------
yoy++ 要噴了?

--
",1.0,144071
1683707853376_PTT02R,2023-05-10,"1. 標題：本公司於董事會提報112年第1季合併財務報告

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.提報董事會或經董事會決議日期:112/05/10
2.審計委員會通過日期:112/05/10
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/03/31
4.1月1日累計至本期止營業收入(仟元):1,084,212
5.1月1日累計至本期止營業毛利(毛損) (仟元):167,249
6.1月1日累計至本期止營業利益(損失) (仟元):64,634
7.1月1日累計至本期止稅前淨利(淨損) (仟元):701,953
8.1月1日累計至本期止本期淨利(淨損) (仟元):680,071
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):677,679
10.1月1日累計至本期止基本每股盈餘(損失) (元):1.15
11.期末總資產(仟元):25,175,268
12.期末總負債(仟元):12,649,072
13.期末歸屬於母公司業主之權益(仟元):12,366,973
14.其他應敘明事項:無

",1.0,144070
1683707392787_PTT02R,2023-05-10,"1. 標題：
        6770 力積電 11204營收
2. 來源：                               (公司名、網站名)
        公開資訊觀測站
3. 網址：                               (請善用縮網址工具)
        https://mops.twse.com.tw/mops/web/t05st10_ifrs
4. 內文：


本資料由　(上市公司) 力積電　公司提供
        民國112年04月   單位：新台幣仟元

項目            營業收入淨額
本月                3,868,213
去年同期            7,326,656
增減金額           -3,458,443
增減百分比             -47.20
本年累計           15,317,924
去年累計           28,035,084
增減金額          -12,717,160
增減百分比             -45.36
備註 / 營收變化原因說明

三弟 mom  +1.09%  yoy  -47.2%
二哥 mom  +4.37%  yoy -19.02%
RO   mom +42.77%  yoy -20.43%

",1.0,144068
1683707232481_PTT02R,2023-05-10,"收股東通知書相當煩
還有很多都不能E化的
因為只是想領股利，不想要贈品

經過交換處滿滿的人潮，突然想說這類通知書有可能直接寄到徵求處嗎？
贈品就讓他們去領走吧

如果我去向徵求處老闆提出這個想法，他們會接受嗎？

--
",1.0,144067
1683707227901_PTT02R,2023-05-10,"1. 標題：8931 大汽電 四月營收 年增15.27%

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05st10_ifrs

4. 內文：

本資料由　(上櫃公司) 大汽電　公司提供
民國112年04月   單位：新台幣仟元

項目    營業收入淨額
本月      196,625
去年同期          170,576
增減金額          26,049
增減百分比        15.27
本年累計          989,575
去年累計          628,395
增減金額          361,180
增減百分比        57.48
備註 / 營收變化原因說明 因客戶需求上升，致收入增加

--
",1.0,144066
1683706908903_PTT02R,2023-05-10,"1. 標題：公告本公司112年第一季合併財務報告

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.提報董事會或經董事會決議日期:112/05/10
2.審計委員會通過日期:112/05/10
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/03/31
4.1月1日累計至本期止營業收入(仟元):25,557,824
5.1月1日累計至本期止營業毛利(毛損) (仟元):(1,803,445)
6.1月1日累計至本期止營業利益(損失) (仟元):(3,198,918)
7.1月1日累計至本期止稅前淨利(淨損) (仟元):(2,451,924)
8.1月1日累計至本期止本期淨利(淨損) (仟元):(2,112,792)
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):(2,118,431)
10.1月1日累計至本期止基本每股盈餘(損失) (元):(0.75)
11.期末總資產(仟元):346,538,310
12.期末總負債(仟元):124,123,959
13.期末歸屬於母公司業主之權益(仟元):222,038,862
14.其他應敘明事項:無

",1.0,144065
1683706438317_PTT02R,2023-05-10,"1. 標題：外資買賣超排行

2. 來源：台灣證交所

3. 網址：https://www.twse.com.tw/zh/

4. 內文：

買超

1       2884    玉山金  23,310
2       6139    亞翔    7,076
3       2610    華航    6,543
4       2457    飛宏    6,085
5       2317    鴻海    4,992
6       2324    仁寶    4,927
7       2609    陽明    4,873
8       00885   富邦越南        4,229
9       2880    華南金  4,226
10      2603    長榮    4,194
11      2634    漢翔    3,960
12      6443    元晶    2,362
13      2615    萬海    2,342
14      8112    至上    2,281
15      1513    中興電  2,270
16      2206    三陽工業        2,047
17      00902   中信電池及儲能  2,024
18      2867    三商壽  2,016
19      3481    群創    1,871
20      2883    開發金  1,748
21      1605    華新    1,703
22      2606    裕民    1,640
23      2515    中工    1,550
24      3005    神基    1,480
25      2352    佳世達  1,478
26      2382    廣達    1,451
27      00642U  期元大S&P石油   1,379
28      6191    精成科  1,275
29      3017    奇鋐    1,266
30      2376    技嘉    1,180
31      6005    群益證  1,166
32      9907    統一實  1,153
33      2903    遠百    1,116
34      3037    欣興    1,108
35      1709    和益    1,098
36      2481    強茂    1,079
37      3661    世芯-KY 1,073
38      00893   國泰智能電動車  1,044
39      2542    興富發  1,029
40      2201    裕隆    1,024
41      2637    慧洋-KY 1,010
42      2031    新光鋼  1,004
43      00632R  元大台灣50反1   998
44      3545    敦泰    983
45      1762    中化生  963
46      1104    環泥    941
47      2022    聚亨    940
48      2353    宏碁    915
49      6288    聯嘉    912
50      6285    啟碁    900

賣超

1       00637L  元大滬深300正2  -26,650
2       3231    緯創    -10,544
3       2303    聯電    -7,873
4       3013    晟銘電  -7,671
5       2330    台積電  -7,065
6       00753L  中信中國50正2   -6,487
7       00878   國泰永續高股息  -6,021
8       2882    國泰金  -5,945
9       2409    友達    -5,201
10      9939    宏全    -4,830
11      6235    華孚    -4,762
12      00673R  期元大S&P原油反1        -4,267
13      2887    台新金  -4,198
14      1519    華城    -4,069
15      00665L  富邦恒生國企正2 -3,902
16      2387    精元    -3,898
17      2881    富邦金  -3,745
18      3711    日月光投控      -3,067
19      1907    永豐餘  -2,947
20      1314    中石化  -2,911
21      3044    健鼎    -2,881
22      8222    寶一    -2,792
23      2337    旺宏    -2,640
24      00882   中信中國高股息  -2,536
25      6213    聯茂    -2,332
26      2408    南亞科  -2,257
27      2356    英業達  -2,252
28      2605    新興    -2,177
29      3209    全科    -2,120
30      2618    長榮航  -2,027
31      1101    台泥    -1,949
32      1303    南亞    -1,921
33      9933    中鼎    -1,902
34      6770    力積電  -1,884
35      6806    森崴能源        -1,860
36      2454    聯發科  -1,831
37      2834    臺企銀  -1,829
38      1810    和成    -1,813
39      00633L  富邦上証正2     -1,761
40      1802    台玻    -1,705
41      0050    元大台灣50      -1,683
42      1301    台塑    -1,680
43      1402    遠東新  -1,676
44      9904    寶成    -1,647
45      3576    聯合再生        -1,627
46      1326    台化    -1,484
47      9945    潤泰新  -1,481
48      00713   元大台灣高息低波        -1,414
49      3046    建碁    -1,351
50      1102    亞泥    -1,240


--
",1.0,144064
